NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Afif Hossain,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,CHASE,3.697,2.573,2.623,0.0,3.0,1.5,114
Fazalhaq Farooqi,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,TARGET,2.421,3.566,3.094,3.094,3.5,3.75,136
Gulbadin Naib,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,TARGET,2.946,3.651,2.309,1.054,2.5,2.5,31
Hashmatullah Shahidi,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,TARGET,3.052,4.053,5.911,4.885,5.0,6.25,37
Ibrahim Zadran,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,TARGET,4.332,7.662,0.0,10.626,9.0,13.5,2
Litton Das,1 Wicketkeeper,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,CHASE,4.103,3.021,2.934,0.0,4.0,2.0,5
Mahmudullah,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,CHASE,6.959,4.277,4.434,16.927,14.0,27.0,54
Mehidy Hasan Miraz,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,CHASE,6.102,5.404,4.8,0.0,6.0,3.5,114
Mohammad Nabi,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,TARGET,5.283,4.83,2.883,0.0,5.0,2.5,34
Mujeeb Ur Rahman,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,TARGET,5.509,8.053,7.042,7.6,8.5,14.5,41
Mushfiqur Rahim,1 Wicketkeeper,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,CHASE,3.896,3.578,5.536,0.0,3.0,2.75,35
Mustafizur Rahman,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,CHASE,7.137,5.846,5.618,0.0,7.0,3.75,81
Najibullah Zadran,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,TARGET,3.525,4.272,2.522,4.086,5.0,5.5,83
Rahmanullah Gurbaz,1 Wicketkeeper,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,TARGET,4.073,4.734,5.687,5.157,6.5,8.25,20
Rahmat Shah,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,TARGET,3.999,4.491,5.236,5.025,5.5,7.0,39
Rashid Khan,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,TARGET,5.897,7.926,7.65,2.998,6.0,7.75,37
Shakib Al Hasan,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,CHASE,9.786,8.726,10.079,0.0,9.0,6.5,85
Shoriful Islam,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,CHASE,4.14,5.167,5.24,0.0,4.0,3.75,60
Tamim Iqbal,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,CHASE,7.386,4.874,4.814,4.202,9.0,10.0,22
Taskin Ahmed,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,CHASE,4.536,3.89,3.287,0.0,4.0,2.25,54
Yamin Ahmadzai,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,TARGET,3.185,3.627,4.428,3.776,4.5,4.75,7
Yasir Ali,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,CHASE,3.052,2.439,0.0,0.0,3.0,1.0,9
