NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Anuj Rawat,1 Wicketkeeper,"Wankhede Stadium, Mumbai",RCB,DC,AWAY,TARGET,3.476,0.0,0.0,4.458,5.0,3.0,10
Axar Patel,3 All Rounder,"Wankhede Stadium, Mumbai",DC,RCB,HOME,CHASE,4.954,9.333,4.253,3.657,5.5,8.5,48
David Warner,2 Batsmen,"Wankhede Stadium, Mumbai",DC,RCB,HOME,CHASE,3.389,4.848,7.757,4.425,5.0,6.75,98
Dinesh Karthik,1 Wicketkeeper,"Wankhede Stadium, Mumbai",RCB,DC,AWAY,TARGET,4.819,0.0,0.0,4.241,6.0,4.0,115
Faf du Plessis,2 Batsmen,"Wankhede Stadium, Mumbai",RCB,DC,AWAY,TARGET,5.849,1.164,0.0,5.849,7.5,6.75,14
Glenn Maxwell,3 All Rounder,"Wankhede Stadium, Mumbai",RCB,DC,AWAY,TARGET,4.298,4.237,4.237,4.917,6.0,7.0,84
Harshal Patel,4 Bowler,"Wankhede Stadium, Mumbai",RCB,DC,AWAY,TARGET,5.698,5.916,5.916,5.698,7.5,10.0,2
Josh Hazlewood,4 Bowler,"Wankhede Stadium, Mumbai",RCB,DC,AWAY,TARGET,8.429,6.99,7.45,9.973,12.5,22.75,85
Khaleel Ahmed,4 Bowler,"Wankhede Stadium, Mumbai",DC,RCB,HOME,CHASE,4.395,0.0,0.0,6.223,7.0,6.0,29
Kuldeep Yadav,4 Bowler,"Wankhede Stadium, Mumbai",DC,RCB,HOME,CHASE,6.747,3.248,4.837,7.932,9.5,13.0,45
Lalit Yadav,3 All Rounder,"Wankhede Stadium, Mumbai",DC,RCB,HOME,CHASE,5.879,0.0,0.0,4.95,7.0,5.0,25
Mitchell Marsh,3 All Rounder,"Wankhede Stadium, Mumbai",DC,RCB,HOME,CHASE,9.586,5.969,6.309,9.947,13.5,24.25,14
Mohammed Siraj,4 Bowler,"Wankhede Stadium, Mumbai",RCB,DC,AWAY,TARGET,3.404,4.248,4.474,3.146,4.5,5.25,54
Mustafizur Rahman,4 Bowler,"Wankhede Stadium, Mumbai",DC,RCB,HOME,CHASE,1.914,5.084,5.79,3.169,2.5,4.5,0
Prithvi Shaw,2 Batsmen,"Wankhede Stadium, Mumbai",DC,RCB,HOME,CHASE,4.327,3.041,0.0,6.72,7.0,7.5,23
Rishabh Pant,1 Wicketkeeper,"Wankhede Stadium, Mumbai",DC,RCB,HOME,CHASE,4.724,3.72,3.304,4.755,6.0,6.25,55
Rovman Powell,2 Batsmen,"Wankhede Stadium, Mumbai",DC,RCB,HOME,CHASE,4.01,4.479,4.156,4.01,6.0,7.0,2
Shahbaz Ahmed,3 All Rounder,"Wankhede Stadium, Mumbai",RCB,DC,AWAY,TARGET,6.053,0.0,0.0,3.493,7.5,4.5,49
Shardul Thakur,4 Bowler,"Wankhede Stadium, Mumbai",DC,RCB,HOME,CHASE,5.086,5.943,4.828,5.301,7.5,9.75,60
Suyash Prabhudessai,3 All Rounder,"Wankhede Stadium, Mumbai",RCB,DC,AWAY,TARGET,3.94,0.0,0.0,2.646,4.0,1.5,19
Virat Kohli,2 Batsmen,"Wankhede Stadium, Mumbai",RCB,DC,AWAY,TARGET,3.563,3.882,5.566,4.417,5.0,5.75,25
Wanindu Hasaranga de Silva,3 All Rounder,"Wankhede Stadium, Mumbai",RCB,DC,AWAY,TARGET,7.806,7.662,9.847,7.806,10.5,18.0,47
