NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Avesh Khan,4 Bowler,"Eden Gardens, Kolkata",INDIA,WI,HOME,TARGET,5.44,0.0,0.0,8.908,9.0,10.0,2
Deepak Chahar,4 Bowler,"Eden Gardens, Kolkata",INDIA,WI,HOME,TARGET,4.926,6.464,4.49,3.318,5.5,7.0,54
Dominic Drakes,3 All Rounder,"Eden Gardens, Kolkata",WI,INDIA,AWAY,CHASE,6.086,2.527,2.527,2.527,7.0,4.5,36
Fabian Allen,3 All Rounder,"Eden Gardens, Kolkata",WI,INDIA,AWAY,CHASE,2.876,3.847,4.265,2.961,3.0,3.5,10
Harshal Patel,4 Bowler,"Eden Gardens, Kolkata",INDIA,WI,HOME,TARGET,7.224,6.855,6.855,6.799,10.0,15.0,95
Hayden Walsh,4 Bowler,"Eden Gardens, Kolkata",WI,INDIA,AWAY,CHASE,3.435,4.84,3.875,1.846,3.5,3.5,29
Ishan Kishan,1 Wicketkeeper,"Eden Gardens, Kolkata",INDIA,WI,HOME,TARGET,4.555,3.628,3.578,4.204,6.0,6.25,75
Jason Holder,3 All Rounder,"Eden Gardens, Kolkata",WI,INDIA,AWAY,CHASE,9.409,5.944,6.604,11.106,14.5,28.75,39
Kieron Pollard,3 All Rounder,"Eden Gardens, Kolkata",WI,INDIA,AWAY,CHASE,3.217,2.909,2.854,4.065,5.0,4.5,10
Kyle Mayers,3 All Rounder,"Eden Gardens, Kolkata",WI,INDIA,AWAY,CHASE,5.917,4.668,4.42,6.838,8.0,10.5,19
Nicholas Pooran,1 Wicketkeeper,"Eden Gardens, Kolkata",WI,INDIA,AWAY,CHASE,5.284,3.263,3.777,6.521,8.0,9.75,83
Ravi Bishnoi,4 Bowler,"Eden Gardens, Kolkata",INDIA,WI,HOME,TARGET,4.516,6.425,6.425,4.132,6.0,8.5,12
Rohit Sharma,2 Batsmen,"Eden Gardens, Kolkata",INDIA,WI,HOME,TARGET,6.429,5.162,6.454,7.689,9.5,14.5,21
Romario Shepherd,3 All Rounder,"Eden Gardens, Kolkata",WI,INDIA,AWAY,CHASE,5.363,4.185,4.349,4.977,7.0,8.0,61
Roston Chase,3 All Rounder,"Eden Gardens, Kolkata",WI,INDIA,AWAY,CHASE,5.777,4.729,6.105,6.105,8.0,11.0,55
Rovman Powell,2 Batsmen,"Eden Gardens, Kolkata",WI,INDIA,AWAY,CHASE,5.887,4.479,4.156,4.474,7.0,8.0,49
Ruturaj Gaikwad,2 Batsmen,"Eden Gardens, Kolkata",INDIA,WI,HOME,TARGET,11.147,3.542,3.542,8.59,15.0,24.25,9
Shai Hope,1 Wicketkeeper,"Eden Gardens, Kolkata",WI,INDIA,AWAY,CHASE,2.083,3.553,1.853,1.265,2.5,2.25,14
Shardul Thakur,4 Bowler,"Eden Gardens, Kolkata",INDIA,WI,HOME,TARGET,4.066,5.884,4.499,0.0,4.0,3.5,62
Shreyas Iyer,2 Batsmen,"Eden Gardens, Kolkata",INDIA,WI,HOME,TARGET,3.448,3.46,3.292,2.388,4.0,3.75,45
Suryakumar Yadav,2 Batsmen,"Eden Gardens, Kolkata",INDIA,WI,HOME,TARGET,3.25,3.806,3.542,3.571,4.5,4.5,98
Venkatesh Iyer,3 All Rounder,"Eden Gardens, Kolkata",INDIA,WI,HOME,TARGET,7.166,3.148,3.811,4.946,9.0,9.25,105
