NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Daryl Mitchell,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",RR,RCB,AWAY,TARGET,4.324,3.974,4.453,6.24,7.0,8.5,18
Devdutt Padikkal,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",RR,RCB,AWAY,TARGET,4.411,3.713,3.713,4.095,6.0,6.25,21
Dinesh Karthik,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",RCB,RR,HOME,CHASE,4.812,0.0,0.0,4.131,6.0,4.0,11
Faf du Plessis,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",RCB,RR,HOME,CHASE,4.655,1.164,0.0,4.655,6.0,4.5,32
Glenn Maxwell,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",RCB,RR,HOME,CHASE,4.494,4.237,4.237,5.198,6.5,8.0,10
Harshal Patel,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",RCB,RR,HOME,CHASE,5.188,5.916,5.916,5.188,7.5,10.0,39
Jos Buttler,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",RR,RCB,AWAY,TARGET,7.286,4.55,7.283,10.065,12.0,21.25,21
Josh Hazlewood,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",RCB,RR,HOME,CHASE,8.125,6.99,7.45,9.593,12.5,22.75,72
Kuldeep Sen,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",RR,RCB,AWAY,TARGET,3.068,0.0,0.0,4.162,5.0,3.0,132
Mohammed Siraj,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",RCB,RR,HOME,CHASE,3.897,4.248,4.474,3.39,4.5,5.25,84
Prasidh Krishna,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",RR,RCB,AWAY,TARGET,5.881,7.057,0.0,4.148,7.0,8.5,66
Rajat Patidar,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",RCB,RR,HOME,CHASE,5.264,0.0,0.0,14.865,12.0,17.5,22
Ravichandran Ashwin,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",RR,RCB,AWAY,TARGET,4.51,8.808,8.415,2.781,5.0,8.0,118
Riyan Parag,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",RR,RCB,AWAY,TARGET,3.908,0.0,0.0,1.516,3.5,0.75,121
Sanju Samson,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",RR,RCB,AWAY,TARGET,3.878,2.989,2.613,3.878,4.5,3.75,38
Shahbaz Ahmed,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",RCB,RR,HOME,CHASE,4.259,0.0,0.0,3.466,5.5,3.0,17
Shimron Hetmyer,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",RR,RCB,AWAY,TARGET,4.002,2.761,2.982,4.758,6.0,5.5,7
Suyash Prabhudessai,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",RCB,RR,HOME,CHASE,3.975,0.0,0.0,2.648,4.0,1.5,26
Trent Boult,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",RR,RCB,AWAY,TARGET,5.717,7.153,6.942,5.341,7.5,11.25,11
Virat Kohli,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",RCB,RR,HOME,CHASE,2.536,3.882,5.566,2.581,3.0,3.75,23
Wanindu Hasaranga de Silva,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",RCB,RR,HOME,CHASE,6.872,7.662,9.847,6.872,9.0,14.75,86
Yuzvendra Chahal,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",RR,RCB,AWAY,TARGET,7.833,4.831,4.391,7.833,10.5,15.25,14
