NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Ajinkya Rahane,2 Batsmen,"Brabourne Stadium, Mumbai",KKR,DC,HOME,CHASE,3.105,1.987,0.0,3.375,4.5,2.75,17
Andre Russell,3 All Rounder,"Brabourne Stadium, Mumbai",KKR,DC,HOME,CHASE,6.672,4.374,4.374,6.672,9.0,12.0,56
Axar Patel,3 All Rounder,"Brabourne Stadium, Mumbai",DC,KKR,AWAY,TARGET,4.735,9.333,4.253,3.344,5.5,8.5,40
David Warner,2 Batsmen,"Brabourne Stadium, Mumbai",DC,KKR,AWAY,TARGET,3.658,4.848,7.757,5.771,5.5,7.5,85
Khaleel Ahmed,4 Bowler,"Brabourne Stadium, Mumbai",DC,KKR,AWAY,TARGET,3.865,0.0,0.0,4.9,5.0,3.0,85
Kuldeep Yadav,4 Bowler,"Brabourne Stadium, Mumbai",DC,KKR,AWAY,TARGET,5.433,3.248,4.837,7.064,8.5,11.25,128
Lalit Yadav,3 All Rounder,"Brabourne Stadium, Mumbai",DC,KKR,AWAY,TARGET,5.833,0.0,0.0,5.461,7.5,6.25,38
Mustafizur Rahman,4 Bowler,"Brabourne Stadium, Mumbai",DC,KKR,AWAY,TARGET,2.813,5.084,5.79,3.962,3.5,5.25,8
Nitish Rana,2 Batsmen,"Brabourne Stadium, Mumbai",KKR,DC,HOME,CHASE,3.776,1.278,1.518,2.788,4.0,2.25,46
Pat Cummins,4 Bowler,"Brabourne Stadium, Mumbai",KKR,DC,HOME,CHASE,8.191,5.64,3.685,9.265,12.5,21.25,3
Prithvi Shaw,2 Batsmen,"Brabourne Stadium, Mumbai",DC,KKR,AWAY,TARGET,5.09,3.041,0.0,8.629,9.0,11.5,88
Rasikh Salam,4 Bowler,"Brabourne Stadium, Mumbai",KKR,DC,HOME,CHASE,4.051,0.0,0.0,2.659,5.0,2.0,12
Rishabh Pant,1 Wicketkeeper,"Brabourne Stadium, Mumbai",DC,KKR,AWAY,TARGET,4.525,3.72,3.304,4.997,6.0,6.25,55
Rovman Powell,2 Batsmen,"Brabourne Stadium, Mumbai",DC,KKR,AWAY,TARGET,5.765,4.479,4.156,4.338,7.0,8.0,30
Sam Billings,1 Wicketkeeper,"Brabourne Stadium, Mumbai",KKR,DC,HOME,CHASE,2.806,1.502,2.003,2.93,3.0,2.0,22
Sarfaraz Khan,2 Batsmen,"Brabourne Stadium, Mumbai",DC,KKR,AWAY,TARGET,4.446,0.0,0.0,2.505,5.0,2.0,12
Shardul Thakur,4 Bowler,"Brabourne Stadium, Mumbai",DC,KKR,AWAY,TARGET,5.34,5.943,4.828,4.031,7.0,8.5,94
Shreyas Iyer,2 Batsmen,"Brabourne Stadium, Mumbai",KKR,DC,HOME,CHASE,6.349,4.926,5.634,6.653,9.0,12.25,79
Sunil Narine,3 All Rounder,"Brabourne Stadium, Mumbai",KKR,DC,HOME,CHASE,4.787,0.0,0.0,4.787,6.0,4.0,71
Umesh Yadav,4 Bowler,"Brabourne Stadium, Mumbai",KKR,DC,HOME,CHASE,5.947,3.727,0.0,8.361,9.0,11.5,33
Varun Chakravarthy,4 Bowler,"Brabourne Stadium, Mumbai",KKR,DC,HOME,CHASE,2.354,1.398,1.398,2.616,3.0,1.75,36
Venkatesh Iyer,3 All Rounder,"Brabourne Stadium, Mumbai",KKR,DC,HOME,CHASE,4.664,4.041,4.608,4.664,6.0,7.0,27
