NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Abhishek Sharma,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",SRH,KKR,AWAY,CHASE,5.751,0.0,0.0,5.751,7.5,6.25,63
Aiden Markram,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",SRH,KKR,AWAY,CHASE,4.669,4.82,6.562,4.669,6.0,7.5,46
Ajinkya Rahane,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",KKR,SRH,HOME,TARGET,2.853,1.987,0.0,2.978,3.0,1.5,38
Andre Russell,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",KKR,SRH,HOME,TARGET,8.418,4.374,4.374,8.418,12.0,19.0,165
Bhuvneshwar Kumar,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",SRH,KKR,AWAY,CHASE,4.153,4.466,4.839,4.153,6.0,7.0,38
Kane Williamson,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",SRH,KKR,AWAY,CHASE,3.481,4.852,4.464,3.481,4.5,5.25,18
Marco Jansen,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",SRH,KKR,AWAY,CHASE,5.121,7.107,0.0,4.636,7.0,8.5,38
Nicholas Pooran,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",SRH,KKR,AWAY,CHASE,4.163,3.384,3.927,4.163,6.0,6.25,6
Nitish Rana,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",KKR,SRH,HOME,TARGET,4.045,1.278,1.518,4.045,6.0,4.75,41
Rahul Tripathi,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",SRH,KKR,AWAY,CHASE,4.959,0.0,0.0,4.959,6.0,4.0,22
Rinku Singh,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",KKR,SRH,HOME,TARGET,5.345,0.0,0.0,4.075,7.0,5.0,9
Sam Billings,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",KKR,SRH,HOME,TARGET,2.57,1.502,2.003,2.57,3.0,2.0,63
Shashank Singh,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",SRH,KKR,AWAY,CHASE,1.62,0.0,0.0,1.002,1.5,0.25,32
Shreyas Iyer,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",KKR,SRH,HOME,TARGET,4.436,4.926,5.634,4.436,6.0,7.25,29
Sunil Narine,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",KKR,SRH,HOME,TARGET,2.938,0.0,0.0,2.938,3.0,1.0,38
T Natarajan,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",SRH,KKR,AWAY,CHASE,7.904,3.123,3.776,7.904,10.5,14.5,35
Tim Southee,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",KKR,SRH,HOME,TARGET,7.098,6.403,6.263,6.595,10.0,15.0,66
Umesh Yadav,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",KKR,SRH,HOME,TARGET,6.827,3.727,0.0,6.827,9.0,10.5,43
Umran Malik,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",SRH,KKR,AWAY,CHASE,5.326,0.0,0.0,5.326,7.5,6.25,86
Varun Chakravarthy,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",KKR,SRH,HOME,TARGET,2.165,1.398,1.398,2.165,3.0,1.75,31
Venkatesh Iyer,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",KKR,SRH,HOME,TARGET,2.734,4.041,4.608,2.734,3.0,4.0,20
Washington Sundar,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",SRH,KKR,AWAY,CHASE,4.766,5.187,4.049,4.227,6.0,7.5,6
