NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Ashir Qureshi,4 Bowler,"Gaddafi Stadium, Lahore",QG,KK,HOME,TARGET,2.706,0.0,0.0,0.0,2.0,0.0,29
Babar Azam,2 Batsmen,"Gaddafi Stadium, Lahore",KK,QG,AWAY,CHASE,6.488,5.259,5.458,6.488,9.0,12.75,49
Hassan Khan,4 Bowler,"Gaddafi Stadium, Lahore",QG,KK,HOME,TARGET,3.446,0.0,0.0,3.332,4.5,2.25,5
Iftikhar Ahmed,2 Batsmen,"Gaddafi Stadium, Lahore",QG,KK,HOME,TARGET,3.561,1.745,1.745,3.024,4.5,3.0,30
Imad Wasim,3 All Rounder,"Gaddafi Stadium, Lahore",KK,QG,AWAY,CHASE,3.776,3.996,3.996,3.776,4.5,4.5,44
James Vince,2 Batsmen,"Gaddafi Stadium, Lahore",QG,KK,HOME,TARGET,3.275,4.303,3.777,3.275,4.5,5.0,38
Jason Roy,2 Batsmen,"Gaddafi Stadium, Lahore",QG,KK,HOME,TARGET,6.509,4.527,4.66,6.509,9.0,12.0,105
Joe Clarke,1 Wicketkeeper,"Gaddafi Stadium, Lahore",KK,QG,AWAY,CHASE,4.095,0.0,0.0,4.095,6.0,4.0,74
Khurram Shahzad,4 Bowler,"Gaddafi Stadium, Lahore",QG,KK,HOME,TARGET,6.679,0.0,0.0,7.869,9.5,10.5,148
Lewis Gregory,3 All Rounder,"Gaddafi Stadium, Lahore",KK,QG,AWAY,CHASE,1.964,7.034,4.202,1.64,1.5,4.75,54
Mir Hamza,4 Bowler,"Gaddafi Stadium, Lahore",KK,QG,AWAY,CHASE,6.255,0.0,0.0,7.389,9.5,10.5,29
Mohammad Irfan,4 Bowler,"Gaddafi Stadium, Lahore",QG,KK,HOME,TARGET,2.714,0.0,0.0,3.406,3.5,1.5,39
Naseem Shah,4 Bowler,"Gaddafi Stadium, Lahore",QG,KK,HOME,TARGET,5.802,0.67,0.0,5.802,7.5,6.25,60
Qasim Akram,3 All Rounder,"Gaddafi Stadium, Lahore",KK,QG,AWAY,CHASE,6.994,7.333,0.0,4.108,8.0,9.5,15
Rohail Nazir,1 Wicketkeeper,"Gaddafi Stadium, Lahore",KK,QG,AWAY,CHASE,1.232,0.0,0.0,2.454,2.0,0.5,10
Sarfaraz Ahmed,1 Wicketkeeper,"Gaddafi Stadium, Lahore",QG,KK,HOME,TARGET,2.525,0.781,0.544,2.516,3.0,1.0,4
Sharjeel Khan,2 Batsmen,"Gaddafi Stadium, Lahore",KK,QG,AWAY,CHASE,3.921,1.309,1.309,3.921,4.5,3.0,25
Tom Lammonby,3 All Rounder,"Gaddafi Stadium, Lahore",KK,QG,AWAY,CHASE,1.414,0.0,0.0,0.294,1.0,0.0,2
Umaid Asif,3 All Rounder,"Gaddafi Stadium, Lahore",KK,QG,AWAY,CHASE,4.051,0.0,0.0,4.051,6.0,4.0,16
Umar Akmal,2 Batsmen,"Gaddafi Stadium, Lahore",QG,KK,HOME,TARGET,2.379,0.0,0.0,3.141,3.5,1.5,14
Usman Shinwari,4 Bowler,"Gaddafi Stadium, Lahore",KK,QG,AWAY,CHASE,3.028,0.0,0.0,3.165,4.5,2.25,31
Will Smeed,2 Batsmen,"Gaddafi Stadium, Lahore",QG,KK,HOME,TARGET,4.927,0.0,0.0,6.243,7.0,6.0,32
