NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Amad Butt,3 All Rounder,"Gaddafi Stadium, Lahore",PZ,LQ,AWAY,TARGET,4.561,0.0,0.0,6.455,7.0,6.0,49
Arshad Iqbal,4 Bowler,"Gaddafi Stadium, Lahore",PZ,LQ,AWAY,TARGET,6.208,3.613,3.613,5.45,8.5,9.75,62
David Wiese,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,PZ,HOME,CHASE,4.774,7.834,7.834,4.774,6.0,9.25,32
Fakhar Zaman,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,PZ,HOME,CHASE,8.245,3.608,2.874,8.245,12.0,18.0,2
Fawad Ahmed,4 Bowler,"Gaddafi Stadium, Lahore",LQ,PZ,HOME,CHASE,4.964,0.0,0.0,4.964,6.0,4.0,72
Haider Ali,2 Batsmen,"Gaddafi Stadium, Lahore",PZ,LQ,AWAY,TARGET,2.589,2.516,2.516,2.489,3.0,2.5,33
Haris Rauf,4 Bowler,"Gaddafi Stadium, Lahore",LQ,PZ,HOME,CHASE,5.654,4.602,4.382,5.654,7.5,9.25,29
Harry Brook,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,PZ,HOME,CHASE,3.654,1.285,1.285,3.654,4.5,3.0,22
Hazratullah Zazai,2 Batsmen,"Gaddafi Stadium, Lahore",PZ,LQ,AWAY,TARGET,5.713,3.081,3.081,3.922,6.5,6.0,27
Hussain Talat,3 All Rounder,"Gaddafi Stadium, Lahore",PZ,LQ,AWAY,TARGET,4.576,1.209,1.209,4.902,6.0,4.75,22
Kamran Akmal,1 Wicketkeeper,"Gaddafi Stadium, Lahore",PZ,LQ,AWAY,TARGET,3.356,0.0,0.0,3.444,4.5,2.25,33
Kamran Ghulam,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,PZ,HOME,CHASE,4.14,0.0,0.0,4.221,6.0,4.0,48
Khalid Usman,3 All Rounder,"Gaddafi Stadium, Lahore",PZ,LQ,AWAY,TARGET,5.231,0.0,0.0,6.01,8.0,7.5,0
Mohammad Hafeez,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,PZ,HOME,CHASE,4.513,2.753,2.753,3.773,5.5,4.5,99
Mohammad Haris,2 Batsmen,"Gaddafi Stadium, Lahore",PZ,LQ,AWAY,TARGET,2.512,0.0,0.0,6.932,5.0,3.0,27
Mohammad Umar,4 Bowler,"Gaddafi Stadium, Lahore",PZ,LQ,AWAY,TARGET,3.801,0.0,0.0,3.495,4.5,2.25,31
Phil Salt,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,PZ,HOME,CHASE,1.665,3.144,2.587,1.626,1.5,2.25,23
Shaheen Shah Afridi,4 Bowler,"Gaddafi Stadium, Lahore",LQ,PZ,HOME,CHASE,6.41,5.422,4.544,6.41,9.0,12.5,90
Shoaib Malik,3 All Rounder,"Gaddafi Stadium, Lahore",PZ,LQ,AWAY,TARGET,5.946,2.199,2.199,5.946,7.5,7.75,68
Sohail Akhtar,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,PZ,HOME,CHASE,2.573,0.0,0.0,3.166,3.5,1.5,26
Wahab Riaz,4 Bowler,"Gaddafi Stadium, Lahore",PZ,LQ,AWAY,TARGET,4.119,0.0,0.0,4.119,6.0,4.0,61
Zaman Khan,4 Bowler,"Gaddafi Stadium, Lahore",LQ,PZ,HOME,CHASE,5.036,0.0,0.0,5.595,7.5,6.25,2
