NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Arshdeep Singh,4 Bowler,"Wankhede Stadium, Mumbai",PBKS,RR,HOME,TARGET,1.947,0.0,0.0,1.947,1.5,0.25,54
Bhanuka Rajapaksa,2 Batsmen,"Wankhede Stadium, Mumbai",PBKS,RR,HOME,TARGET,4.399,2.707,2.999,4.399,6.0,5.5,47
Devdutt Padikkal,2 Batsmen,"Wankhede Stadium, Mumbai",RR,PBKS,AWAY,CHASE,3.257,3.713,3.713,3.257,4.5,4.5,42
Jitesh Sharma,1 Wicketkeeper,"Wankhede Stadium, Mumbai",PBKS,RR,HOME,TARGET,2.347,0.0,0.0,2.39,3.0,1.0,60
Jonny Bairstow,1 Wicketkeeper,"Wankhede Stadium, Mumbai",PBKS,RR,HOME,TARGET,2.434,3.313,2.587,1.754,2.5,2.5,80
Jos Buttler,1 Wicketkeeper,"Wankhede Stadium, Mumbai",RR,PBKS,AWAY,CHASE,8.717,4.55,7.283,8.717,12.0,19.75,67
Kagiso Rabada,4 Bowler,"Wankhede Stadium, Mumbai",PBKS,RR,HOME,TARGET,7.358,6.37,6.339,8.1,11.0,18.5,23
Kuldeep Sen,4 Bowler,"Wankhede Stadium, Mumbai",RR,PBKS,AWAY,CHASE,4.486,0.0,0.0,6.188,7.0,6.0,2
Liam Livingstone,3 All Rounder,"Wankhede Stadium, Mumbai",PBKS,RR,HOME,TARGET,5.606,5.441,5.892,5.606,7.5,10.0,43
Mayank Agarwal,2 Batsmen,"Wankhede Stadium, Mumbai",PBKS,RR,HOME,TARGET,2.663,3.329,0.0,2.802,3.0,2.5,29
Prasidh Krishna,4 Bowler,"Wankhede Stadium, Mumbai",RR,PBKS,AWAY,CHASE,4.548,7.057,0.0,4.548,6.0,7.5,33
Rahul Chahar,4 Bowler,"Wankhede Stadium, Mumbai",PBKS,RR,HOME,TARGET,5.35,6.582,5.891,5.35,7.5,10.5,2
Ravichandran Ashwin,3 All Rounder,"Wankhede Stadium, Mumbai",RR,PBKS,AWAY,CHASE,4.136,8.808,8.415,4.136,6.0,10.0,29
Rishi Dhawan,3 All Rounder,"Wankhede Stadium, Mumbai",PBKS,RR,HOME,TARGET,8.165,0.0,0.0,5.288,10.5,10.0,35
Riyan Parag,2 Batsmen,"Wankhede Stadium, Mumbai",RR,PBKS,AWAY,CHASE,2.274,0.0,0.0,2.274,3.0,1.0,4
Sandeep Sharma,4 Bowler,"Wankhede Stadium, Mumbai",PBKS,RR,HOME,TARGET,2.239,0.0,0.0,1.931,2.5,0.5,2
Sanju Samson,1 Wicketkeeper,"Wankhede Stadium, Mumbai",RR,PBKS,AWAY,CHASE,4.554,2.989,2.613,4.554,6.0,5.5,37
Shikhar Dhawan,2 Batsmen,"Wankhede Stadium, Mumbai",PBKS,RR,HOME,TARGET,5.839,4.747,3.79,5.839,7.5,9.0,26
Shimron Hetmyer,2 Batsmen,"Wankhede Stadium, Mumbai",RR,PBKS,AWAY,CHASE,3.982,2.761,2.982,3.982,4.5,3.75,52
Trent Boult,4 Bowler,"Wankhede Stadium, Mumbai",RR,PBKS,AWAY,CHASE,4.357,7.153,6.942,4.357,6.0,9.0,16
Yashasvi Jaiswal,2 Batsmen,"Wankhede Stadium, Mumbai",RR,PBKS,AWAY,CHASE,2.225,0.0,0.0,0.894,2.0,0.0,97
Yuzvendra Chahal,4 Bowler,"Wankhede Stadium, Mumbai",RR,PBKS,AWAY,CHASE,6.905,4.831,4.391,6.905,9.0,12.0,101
