NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Avesh Khan,4 Bowler,"Wankhede Stadium, Mumbai",LSG,RR,AWAY,CHASE,5.357,4.817,4.817,5.8,7.5,9.25,46
Ayush Badoni,2 Batsmen,"Wankhede Stadium, Mumbai",LSG,RR,AWAY,CHASE,2.435,0.0,0.0,1.973,2.5,0.5,9
Deepak Hooda,3 All Rounder,"Wankhede Stadium, Mumbai",LSG,RR,AWAY,CHASE,5.387,2.741,1.349,4.1,7.0,6.25,32
Devdutt Padikkal,2 Batsmen,"Wankhede Stadium, Mumbai",RR,LSG,HOME,TARGET,3.089,3.713,3.713,3.359,4.5,4.5,37
Dushmantha Chameera,4 Bowler,"Wankhede Stadium, Mumbai",LSG,RR,AWAY,CHASE,5.218,4.843,4.989,5.218,7.5,9.25,23
Jason Holder,3 All Rounder,"Wankhede Stadium, Mumbai",LSG,RR,AWAY,CHASE,4.77,5.713,6.466,3.821,5.5,7.0,70
Jos Buttler,1 Wicketkeeper,"Wankhede Stadium, Mumbai",RR,LSG,HOME,TARGET,4.611,4.55,7.283,7.995,7.5,10.75,20
KL Rahul,2 Batsmen,"Wankhede Stadium, Mumbai",LSG,RR,AWAY,CHASE,3.925,4.689,4.982,5.031,5.5,6.75,2
Krishnappa Gowtham,3 All Rounder,"Wankhede Stadium, Mumbai",LSG,RR,AWAY,CHASE,5.461,3.079,0.0,5.355,7.5,7.75,68
Krunal Pandya,3 All Rounder,"Wankhede Stadium, Mumbai",LSG,RR,AWAY,CHASE,6.142,3.873,4.211,4.856,8.0,8.5,30
Kuldeep Sen,4 Bowler,"Wankhede Stadium, Mumbai",RR,LSG,HOME,TARGET,2.772,0.0,0.0,3.74,3.5,1.5,37
Marcus Stoinis,3 All Rounder,"Wankhede Stadium, Mumbai",LSG,RR,AWAY,CHASE,4.536,3.374,3.223,4.645,6.0,6.25,62
Prasidh Krishna,4 Bowler,"Wankhede Stadium, Mumbai",RR,LSG,HOME,TARGET,7.147,7.057,0.0,3.529,8.5,8.75,29
Quinton de Kock,1 Wicketkeeper,"Wankhede Stadium, Mumbai",LSG,RR,AWAY,CHASE,5.403,6.03,6.354,5.373,7.5,10.75,51
Rassie van der Dussen,2 Batsmen,"Wankhede Stadium, Mumbai",RR,LSG,HOME,TARGET,6.094,4.269,4.029,0.0,6.0,3.0,9
Ravi Bishnoi,4 Bowler,"Wankhede Stadium, Mumbai",LSG,RR,AWAY,CHASE,3.794,4.417,4.417,4.411,5.0,6.0,4
Ravichandran Ashwin,3 All Rounder,"Wankhede Stadium, Mumbai",RR,LSG,HOME,TARGET,4.183,8.808,8.415,1.136,4.5,7.0,48
Riyan Parag,2 Batsmen,"Wankhede Stadium, Mumbai",RR,LSG,HOME,TARGET,5.96,0.0,0.0,0.803,5.0,0.0,30
Sanju Samson,1 Wicketkeeper,"Wankhede Stadium, Mumbai",RR,LSG,HOME,TARGET,3.262,2.989,2.613,3.951,4.5,3.75,19
Shimron Hetmyer,2 Batsmen,"Wankhede Stadium, Mumbai",RR,LSG,HOME,TARGET,4.008,2.761,2.982,4.766,6.0,5.5,88
Trent Boult,4 Bowler,"Wankhede Stadium, Mumbai",RR,LSG,HOME,TARGET,6.15,7.153,6.942,5.882,8.5,12.5,72
Yuzvendra Chahal,4 Bowler,"Wankhede Stadium, Mumbai",RR,LSG,HOME,TARGET,6.474,4.831,4.391,6.291,9.0,12.0,126
