NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Abhishek Sharma,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",SRH,CSK,HOME,CHASE,6.388,0.0,0.0,6.397,9.0,9.0,58
Aiden Markram,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",SRH,CSK,HOME,CHASE,5.128,4.82,6.562,5.324,7.5,9.75,25
Ambati Rayudu,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH,AWAY,TARGET,4.378,0.0,0.0,4.962,6.0,4.0,4
Bhuvneshwar Kumar,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",SRH,CSK,HOME,CHASE,5.361,4.466,4.839,5.361,7.5,9.25,16
Devon Conway,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH,AWAY,TARGET,3.709,5.928,4.985,3.818,4.5,5.75,117
Dwaine Pretorius,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH,AWAY,TARGET,5.161,6.424,6.686,5.005,7.5,10.75,43
Kane Williamson,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",SRH,CSK,HOME,CHASE,4.589,4.852,4.464,4.859,6.0,7.0,61
MS Dhoni,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH,AWAY,TARGET,2.522,0.0,0.0,2.522,3.0,1.0,21
Maheesh Theekshana,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH,AWAY,TARGET,5.384,4.635,4.549,5.384,7.5,9.25,6
Marco Jansen,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",SRH,CSK,HOME,CHASE,5.552,7.107,0.0,5.408,7.5,9.75,4
Mitchell Santner,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH,AWAY,TARGET,7.148,3.546,3.465,7.901,10.5,14.5,25
Mukesh Choudhary,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH,AWAY,TARGET,3.532,0.0,0.0,3.845,4.5,2.25,116
Nicholas Pooran,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",SRH,CSK,HOME,CHASE,3.826,3.384,3.927,3.826,4.5,4.5,97
Rahul Tripathi,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",SRH,CSK,HOME,CHASE,4.589,0.0,0.0,4.658,6.0,4.0,2
Ravindra Jadeja,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH,AWAY,TARGET,6.419,7.582,8.209,4.603,8.0,11.5,17
Robin Uthappa,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH,AWAY,TARGET,4.917,0.0,0.0,4.917,6.0,4.0,4
Ruturaj Gaikwad,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH,AWAY,TARGET,4.07,2.552,2.552,2.497,5.0,3.5,135
Shashank Singh,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",SRH,CSK,HOME,CHASE,1.824,0.0,0.0,0.623,1.0,0.0,20
Simarjeet Singh,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH,AWAY,TARGET,4.464,0.0,0.0,5.629,6.5,5.0,8
T Natarajan,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",SRH,CSK,HOME,CHASE,7.54,3.123,3.776,7.54,10.5,14.5,52
Umran Malik,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",SRH,CSK,HOME,CHASE,6.981,0.0,0.0,7.572,9.5,10.5,8
Washington Sundar,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",SRH,CSK,HOME,CHASE,5.416,5.187,4.049,5.005,7.5,9.75,6
