NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Ambati Rayudu,2 Batsmen,"Brabourne Stadium, Mumbai",CSK,LSG,AWAY,TARGET,2.994,0.0,0.0,2.712,3.0,1.0,47
Andrew Tye,4 Bowler,"Brabourne Stadium, Mumbai",LSG,CSK,HOME,CHASE,5.9,8.259,8.259,5.887,7.5,12.25,60
Avesh Khan,4 Bowler,"Brabourne Stadium, Mumbai",LSG,CSK,HOME,CHASE,3.261,4.817,4.817,3.461,4.5,5.25,62
Ayush Badoni,2 Batsmen,"Brabourne Stadium, Mumbai",LSG,CSK,HOME,CHASE,3.272,0.0,0.0,1.721,3.5,0.75,27
Deepak Hooda,3 All Rounder,"Brabourne Stadium, Mumbai",LSG,CSK,HOME,CHASE,5.136,2.741,1.349,4.378,7.0,6.25,20
Dushmantha Chameera,4 Bowler,"Brabourne Stadium, Mumbai",LSG,CSK,HOME,CHASE,5.856,4.843,4.989,5.798,7.5,9.25,-2
Dwaine Pretorius,3 All Rounder,"Brabourne Stadium, Mumbai",CSK,LSG,AWAY,TARGET,6.114,6.424,6.686,6.697,9.0,13.5,52
Dwayne Bravo,3 All Rounder,"Brabourne Stadium, Mumbai",CSK,LSG,AWAY,TARGET,9.729,4.568,4.568,9.729,13.5,23.25,38
Evin Lewis,2 Batsmen,"Brabourne Stadium, Mumbai",LSG,CSK,HOME,CHASE,3.168,4.526,4.347,3.894,4.5,5.25,93
KL Rahul,2 Batsmen,"Brabourne Stadium, Mumbai",LSG,CSK,HOME,CHASE,4.153,4.689,4.982,4.891,6.0,7.0,60
Krunal Pandya,3 All Rounder,"Brabourne Stadium, Mumbai",LSG,CSK,HOME,CHASE,7.199,3.873,4.211,7.498,10.5,14.75,0
MS Dhoni,1 Wicketkeeper,"Brabourne Stadium, Mumbai",CSK,LSG,AWAY,TARGET,2.367,0.0,0.0,2.367,3.0,1.0,32
Manish Pandey,2 Batsmen,"Brabourne Stadium, Mumbai",LSG,CSK,HOME,CHASE,4.83,2.764,0.0,1.01,4.5,2.0,17
Moeen Ali,3 All Rounder,"Brabourne Stadium, Mumbai",CSK,LSG,AWAY,TARGET,8.96,5.653,6.783,8.96,12.0,20.0,55
Mukesh Choudhary,4 Bowler,"Brabourne Stadium, Mumbai",CSK,LSG,AWAY,TARGET,5.088,0.0,0.0,6.237,8.0,7.5,0
Quinton de Kock,1 Wicketkeeper,"Brabourne Stadium, Mumbai",LSG,CSK,HOME,CHASE,3.919,6.03,6.354,3.518,4.5,6.75,84
Ravi Bishnoi,4 Bowler,"Brabourne Stadium, Mumbai",LSG,CSK,HOME,CHASE,4.315,4.417,4.417,3.534,5.5,6.0,84
Ravindra Jadeja,3 All Rounder,"Brabourne Stadium, Mumbai",CSK,LSG,AWAY,TARGET,9.882,7.582,8.209,8.919,13.0,23.5,30
Robin Uthappa,2 Batsmen,"Brabourne Stadium, Mumbai",CSK,LSG,AWAY,TARGET,5.428,0.0,0.0,5.551,7.5,6.25,78
Ruturaj Gaikwad,2 Batsmen,"Brabourne Stadium, Mumbai",CSK,LSG,AWAY,TARGET,8.712,2.552,2.552,3.721,9.5,7.5,5
Shivam Dube,3 All Rounder,"Brabourne Stadium, Mumbai",CSK,LSG,AWAY,TARGET,2.577,0.0,0.0,3.559,3.5,1.5,70
Tushar Deshpande,4 Bowler,"Brabourne Stadium, Mumbai",CSK,LSG,AWAY,TARGET,4.724,0.0,0.0,6.568,7.0,6.0,27
