NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Ambati Rayudu,2 Batsmen,"Brabourne Stadium, Mumbai",CSK,PBKS,HOME,CHASE,2.426,0.0,0.0,1.574,2.5,0.5,25
Arshdeep Singh,4 Bowler,"Brabourne Stadium, Mumbai",PBKS,CSK,AWAY,TARGET,6.144,0.0,0.0,2.126,7.0,3.0,55
Bhanuka Rajapaksa,2 Batsmen,"Brabourne Stadium, Mumbai",PBKS,CSK,AWAY,TARGET,3.16,2.707,2.999,3.16,4.5,3.75,15
Chris Jordan,4 Bowler,"Brabourne Stadium, Mumbai",CSK,PBKS,HOME,CHASE,5.493,4.024,4.024,5.356,7.5,9.25,69
Dwaine Pretorius,3 All Rounder,"Brabourne Stadium, Mumbai",CSK,PBKS,HOME,CHASE,6.564,6.424,6.686,6.757,9.0,13.5,72
Dwayne Bravo,3 All Rounder,"Brabourne Stadium, Mumbai",CSK,PBKS,HOME,CHASE,9.15,4.568,4.568,9.15,13.5,23.25,43
Jitesh Sharma,1 Wicketkeeper,"Brabourne Stadium, Mumbai",PBKS,CSK,AWAY,TARGET,3.635,0.0,0.0,5.334,5.5,3.75,56
Kagiso Rabada,4 Bowler,"Brabourne Stadium, Mumbai",PBKS,CSK,AWAY,TARGET,8.687,6.37,6.339,10.049,13.0,24.5,42
Liam Livingstone,3 All Rounder,"Brabourne Stadium, Mumbai",PBKS,CSK,AWAY,TARGET,4.762,5.441,5.892,4.253,6.0,7.75,159
M Shahrukh Khan,2 Batsmen,"Brabourne Stadium, Mumbai",PBKS,CSK,AWAY,TARGET,4.132,0.0,0.0,2.041,5.0,2.0,6
MS Dhoni,1 Wicketkeeper,"Brabourne Stadium, Mumbai",CSK,PBKS,HOME,CHASE,2.55,0.0,0.0,2.55,3.0,1.0,36
Mayank Agarwal,2 Batsmen,"Brabourne Stadium, Mumbai",PBKS,CSK,AWAY,TARGET,3.37,3.329,0.0,2.8,4.0,3.0,17
Moeen Ali,3 All Rounder,"Brabourne Stadium, Mumbai",CSK,PBKS,HOME,CHASE,7.661,5.653,6.783,7.661,10.5,16.25,2
Mukesh Choudhary,4 Bowler,"Brabourne Stadium, Mumbai",CSK,PBKS,HOME,CHASE,4.263,0.0,0.0,2.111,5.0,2.0,25
Odean Smith,3 All Rounder,"Brabourne Stadium, Mumbai",PBKS,CSK,AWAY,TARGET,3.475,4.363,3.026,2.129,4.0,4.25,34
Rahul Chahar,4 Bowler,"Brabourne Stadium, Mumbai",PBKS,CSK,AWAY,TARGET,3.251,6.582,5.891,2.957,4.0,5.75,100
Ravindra Jadeja,3 All Rounder,"Brabourne Stadium, Mumbai",CSK,PBKS,HOME,CHASE,9.694,7.582,8.209,8.652,13.0,23.5,35
Robin Uthappa,2 Batsmen,"Brabourne Stadium, Mumbai",CSK,PBKS,HOME,CHASE,6.147,0.0,0.0,5.755,8.5,7.5,37
Ruturaj Gaikwad,2 Batsmen,"Brabourne Stadium, Mumbai",CSK,PBKS,HOME,CHASE,7.7,2.552,2.552,1.696,7.5,3.25,5
Shikhar Dhawan,2 Batsmen,"Brabourne Stadium, Mumbai",PBKS,CSK,AWAY,TARGET,3.613,4.747,3.79,4.931,5.0,5.75,57
Shivam Dube,3 All Rounder,"Brabourne Stadium, Mumbai",CSK,PBKS,HOME,CHASE,3.228,0.0,0.0,4.645,5.0,3.0,87
Vaibhav Arora,4 Bowler,"Brabourne Stadium, Mumbai",PBKS,CSK,AWAY,TARGET,1.9,0.0,0.0,1.193,1.5,0.25,67
