NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Akash Deep,3 All Rounder,"Wankhede Stadium, Mumbai",RCB,RR,AWAY,CHASE,5.891,0.0,0.0,6.669,8.0,7.5,2
Anuj Rawat,1 Wicketkeeper,"Wankhede Stadium, Mumbai",RCB,RR,AWAY,CHASE,2.641,0.0,0.0,1.786,2.5,0.5,34
David Willey,3 All Rounder,"Wankhede Stadium, Mumbai",RCB,RR,AWAY,CHASE,5.702,5.61,4.025,5.702,7.5,9.75,37
Devdutt Padikkal,2 Batsmen,"Wankhede Stadium, Mumbai",RR,RCB,HOME,TARGET,3.512,3.713,3.713,4.415,5.0,5.25,51
Dinesh Karthik,1 Wicketkeeper,"Wankhede Stadium, Mumbai",RCB,RR,AWAY,CHASE,4.748,0.0,0.0,3.743,5.5,3.0,67
Faf du Plessis,2 Batsmen,"Wankhede Stadium, Mumbai",RCB,RR,AWAY,CHASE,5.07,1.164,0.0,5.07,7.5,6.75,40
Harshal Patel,4 Bowler,"Wankhede Stadium, Mumbai",RCB,RR,AWAY,CHASE,6.147,5.916,5.916,5.189,8.5,11.25,46
Jos Buttler,1 Wicketkeeper,"Wankhede Stadium, Mumbai",RR,RCB,HOME,TARGET,4.93,4.55,7.283,8.633,8.0,11.75,96
Mohammed Siraj,4 Bowler,"Wankhede Stadium, Mumbai",RCB,RR,AWAY,CHASE,4.495,4.248,4.474,5.275,6.5,8.0,2
Navdeep Saini,4 Bowler,"Wankhede Stadium, Mumbai",RR,RCB,HOME,TARGET,4.776,1.815,0.185,4.218,6.0,4.5,33
Prasidh Krishna,4 Bowler,"Wankhede Stadium, Mumbai",RR,RCB,HOME,TARGET,7.502,7.057,0.0,5.293,9.5,12.25,2
Ravichandran Ashwin,3 All Rounder,"Wankhede Stadium, Mumbai",RR,RCB,HOME,TARGET,5.322,8.808,8.415,1.704,5.5,7.25,4
Riyan Parag,2 Batsmen,"Wankhede Stadium, Mumbai",RR,RCB,HOME,TARGET,6.789,0.0,0.0,1.204,6.5,1.5,4
Sanju Samson,1 Wicketkeeper,"Wankhede Stadium, Mumbai",RR,RCB,HOME,TARGET,3.286,2.989,2.613,4.459,5.0,4.5,28
Shahbaz Ahmed,3 All Rounder,"Wankhede Stadium, Mumbai",RCB,RR,AWAY,CHASE,7.329,0.0,0.0,1.971,7.5,1.75,69
Sherfane Rutherford,2 Batsmen,"Wankhede Stadium, Mumbai",RCB,RR,AWAY,CHASE,2.915,0.0,0.0,2.915,3.0,1.0,5
Shimron Hetmyer,2 Batsmen,"Wankhede Stadium, Mumbai",RR,RCB,HOME,TARGET,3.303,2.761,2.982,4.389,5.0,4.5,60
Trent Boult,4 Bowler,"Wankhede Stadium, Mumbai",RR,RCB,HOME,TARGET,5.269,7.153,6.942,4.78,7.0,10.0,70
Virat Kohli,2 Batsmen,"Wankhede Stadium, Mumbai",RCB,RR,AWAY,CHASE,3.472,3.882,5.566,5.202,5.5,6.5,17
Wanindu Hasaranga de Silva,3 All Rounder,"Wankhede Stadium, Mumbai",RCB,RR,AWAY,CHASE,7.263,7.662,9.847,7.263,10.5,18.0,37
Yashasvi Jaiswal,2 Batsmen,"Wankhede Stadium, Mumbai",RR,RCB,HOME,TARGET,2.457,0.0,0.0,1.359,2.5,0.5,8
Yuzvendra Chahal,4 Bowler,"Wankhede Stadium, Mumbai",RR,RCB,HOME,TARGET,5.905,4.831,4.391,5.87,7.5,9.25,74
