NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Avesh Khan,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,3.931,0.0,0.0,5.135,5.5,3.75,70
Binura Fernando,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,4.57,3.999,5.216,5.977,6.5,7.75,4
Chamika Karunaratne,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,4.077,3.59,2.927,2.796,5.0,4.0,47
Charith Asalanka,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,4.641,4.583,4.42,2.994,5.0,5.0,9
Danushka Gunathilaka,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,3.52,4.056,2.811,3.802,4.5,4.75,2
Dasun Shanaka,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,4.661,3.671,4.266,4.793,6.0,6.5,105
Deepak Hooda,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,3.892,2.415,0.0,0.0,3.0,1.0,30
Dinesh Chandimal,1 Wicketkeeper,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,2.561,2.979,3.213,2.539,3.0,2.75,36
Dushmantha Chameera,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,5.107,4.844,4.995,5.425,7.5,9.25,31
Harshal Patel,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,6.716,6.073,6.073,6.073,9.0,13.5,29
Janith Liyanage,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,4.899,1.711,1.711,3.839,5.5,3.75,7
Jeffrey Vandersay,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,6.896,5.322,1.97,6.355,9.0,11.75,2
Kuldeep Yadav,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,3.282,3.654,7.255,7.255,6.5,8.5,8
Lahiru Kumara,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,4.174,6.056,6.474,4.174,6.0,8.5,60
Mohammed Siraj,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,4.683,4.211,4.132,5.748,6.5,8.0,41
Pathum Nissanka,2 Batsmen,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,5.499,3.711,4.678,6.069,8.0,10.0,-1
Ravi Bishnoi,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,4.149,4.284,4.284,3.213,5.5,6.0,37
Ravindra Jadeja,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,7.566,6.949,8.776,8.776,11.0,19.0,31
Rohit Sharma,2 Batsmen,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,4.805,4.978,5.83,5.369,6.5,8.25,10
Sanju Samson,1 Wicketkeeper,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,3.158,2.909,2.442,4.356,5.0,4.5,35
Shreyas Iyer,2 Batsmen,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,5.561,4.395,4.867,7.669,8.5,11.75,100
Venkatesh Iyer,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,5.952,4.349,5.063,6.269,8.0,10.75,26
