NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Bhuvneshwar Kumar,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,4.52,4.469,4.869,5.154,6.5,8.0,37
Binura Fernando,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,4.794,4.444,6.259,6.973,7.0,9.5,8
Chamika Karunaratne,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,5.463,3.695,3.066,4.775,7.0,7.25,4
Charith Asalanka,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,5.357,4.739,4.692,3.434,6.5,6.75,6
Danushka Gunathilaka,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,3.05,3.892,2.424,3.28,4.5,4.25,56
Dasun Shanaka,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,3.903,3.556,4.093,3.71,4.5,4.75,77
Deepak Hooda,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,3.968,3.22,0.0,0.379,3.0,1.5,4
Dinesh Chandimal,1 Wicketkeeper,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,2.44,3.035,3.349,2.337,3.0,3.25,14
Dushmantha Chameera,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,4.668,4.854,5.018,4.876,6.0,7.25,31
Harshal Patel,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,7.218,6.353,6.353,6.79,10.0,15.0,23
Ishan Kishan,1 Wicketkeeper,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,4.508,4.811,5.167,5.438,6.5,8.25,22
Jasprit Bumrah,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,6.081,5.525,6.037,6.252,9.0,13.0,31
Kamil Mishara,2 Batsmen,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,4.247,1.298,1.298,3.158,5.5,3.75,5
Lahiru Kumara,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,3.735,5.807,6.242,3.735,4.5,6.25,52
Pathum Nissanka,2 Batsmen,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,4.974,3.448,4.206,4.883,6.0,6.5,100
Praveen Jayawickrama,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",SL,INDIA,AWAY,TARGET,2.818,3.895,1.427,2.96,3.0,2.75,4
Ravindra Jadeja,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,7.097,6.537,8.188,8.105,11.0,19.0,93
Rohit Sharma,2 Batsmen,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,5.581,5.128,6.207,6.477,8.0,11.5,13
Sanju Samson,1 Wicketkeeper,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,3.553,2.12,1.339,5.345,5.5,5.0,59
Shreyas Iyer,2 Batsmen,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,4.26,3.888,4.053,4.418,6.0,6.5,112
Venkatesh Iyer,3 All Rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,7.183,4.832,5.787,7.836,10.5,15.5,12
Yuzvendra Chahal,4 Bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",INDIA,SL,HOME,CHASE,5.416,4.86,4.391,4.435,7.0,8.0,39
