NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Ayush Badoni,2 Batsmen,"Wankhede Stadium, Mumbai",LSG,MI,HOME,TARGET,2.037,0.0,0.0,2.037,3.0,1.0,45
Daniel Sams,3 All Rounder,"Wankhede Stadium, Mumbai",MI,LSG,AWAY,CHASE,4.119,3.726,3.726,3.143,5.5,5.25,30
Deepak Hooda,3 All Rounder,"Wankhede Stadium, Mumbai",LSG,MI,HOME,TARGET,3.64,2.741,1.349,3.64,4.5,3.5,23
Dewald Brevis,3 All Rounder,"Wankhede Stadium, Mumbai",MI,LSG,AWAY,CHASE,5.712,12.923,0.0,5.712,7.5,12.25,15
Dushmantha Chameera,4 Bowler,"Wankhede Stadium, Mumbai",LSG,MI,HOME,TARGET,4.812,4.843,4.989,4.812,6.0,7.0,18
Hrithik Shokeen,4 Bowler,"Wankhede Stadium, Mumbai",MI,LSG,AWAY,CHASE,4.259,0.0,0.0,3.782,5.5,3.0,16
Ishan Kishan,1 Wicketkeeper,"Wankhede Stadium, Mumbai",MI,LSG,AWAY,CHASE,5.391,4.658,4.931,5.391,7.5,9.25,6
Jason Holder,3 All Rounder,"Wankhede Stadium, Mumbai",LSG,MI,HOME,TARGET,4.689,5.713,6.466,5.273,6.5,9.0,43
Jasprit Bumrah,4 Bowler,"Wankhede Stadium, Mumbai",MI,LSG,AWAY,CHASE,3.153,5.6,5.802,2.204,4.0,5.25,29
Jaydev Unadkat,4 Bowler,"Wankhede Stadium, Mumbai",MI,LSG,AWAY,CHASE,6.474,0.0,0.0,7.939,9.5,10.5,5
KL Rahul,2 Batsmen,"Wankhede Stadium, Mumbai",LSG,MI,HOME,TARGET,5.219,4.689,4.982,5.579,7.5,9.25,155
Kieron Pollard,3 All Rounder,"Wankhede Stadium, Mumbai",MI,LSG,AWAY,CHASE,2.296,2.847,2.768,2.296,3.0,2.5,89
Krunal Pandya,3 All Rounder,"Wankhede Stadium, Mumbai",LSG,MI,HOME,TARGET,5.343,3.873,4.211,4.639,7.0,7.5,96
Manish Pandey,2 Batsmen,"Wankhede Stadium, Mumbai",LSG,MI,HOME,TARGET,3.542,2.764,0.0,1.9,3.5,1.75,28
Marcus Stoinis,3 All Rounder,"Wankhede Stadium, Mumbai",LSG,MI,HOME,TARGET,3.687,3.374,3.223,3.433,4.5,4.5,2
Mohsin Khan,4 Bowler,"Wankhede Stadium, Mumbai",LSG,MI,HOME,TARGET,2.884,0.0,0.0,1.986,2.5,0.5,31
Quinton de Kock,1 Wicketkeeper,"Wankhede Stadium, Mumbai",LSG,MI,HOME,TARGET,4.884,6.03,6.354,4.724,6.0,8.5,16
Ravi Bishnoi,4 Bowler,"Wankhede Stadium, Mumbai",LSG,MI,HOME,TARGET,3.042,4.417,4.417,3.042,4.5,5.25,45
Riley Meredith,4 Bowler,"Wankhede Stadium, Mumbai",MI,LSG,AWAY,CHASE,5.217,5.639,6.766,5.217,7.5,10.25,60
Rohit Sharma,2 Batsmen,"Wankhede Stadium, Mumbai",MI,LSG,AWAY,CHASE,2.4,4.731,5.544,2.364,3.0,4.25,62
Suryakumar Yadav,2 Batsmen,"Wankhede Stadium, Mumbai",MI,LSG,AWAY,CHASE,6.244,4.066,3.951,6.841,9.0,11.75,12
Tilak Varma,3 All Rounder,"Wankhede Stadium, Mumbai",MI,LSG,AWAY,CHASE,5.042,0.0,0.0,4.961,7.0,5.0,62
