NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Abhinav Manohar,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",GT,CSK,HOME,CHASE,3.302,0.0,0.0,3.705,4.5,2.25,26
Alzarri Joseph,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,CSK,HOME,CHASE,7.771,5.342,0.0,10.673,12.0,20.0,62
Ambati Rayudu,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",CSK,GT,AWAY,TARGET,3.011,0.0,0.0,2.744,4.0,1.5,64
Chris Jordan,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",CSK,GT,AWAY,TARGET,4.377,4.024,4.024,4.377,6.0,7.0,6
David Miller,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",GT,CSK,HOME,CHASE,2.902,3.062,3.422,2.587,3.0,3.25,138
Dwayne Bravo,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",CSK,GT,AWAY,TARGET,7.416,4.568,4.568,7.416,10.5,15.25,99
Lockie Ferguson,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,CSK,HOME,CHASE,6.001,4.444,4.444,6.244,9.0,12.0,6
MS Dhoni,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",CSK,GT,AWAY,TARGET,2.446,0.0,0.0,2.446,3.0,1.0,12
Maheesh Theekshana,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",CSK,GT,AWAY,TARGET,5.309,4.635,4.549,5.451,7.5,9.25,56
Moeen Ali,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",CSK,GT,AWAY,TARGET,7.905,5.653,6.783,7.905,10.5,16.25,21
Mohammed Shami,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,CSK,HOME,CHASE,5.743,6.199,5.755,5.402,7.5,10.5,41
Mukesh Choudhary,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",CSK,GT,AWAY,TARGET,3.182,0.0,0.0,2.915,4.0,1.5,31
Rahul Tewatia,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",GT,CSK,HOME,CHASE,3.647,0.0,0.0,3.647,4.5,2.25,4
Rashid Khan,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,CSK,HOME,CHASE,5.127,7.608,6.816,4.505,7.0,10.0,56
Ravindra Jadeja,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",CSK,GT,AWAY,TARGET,7.472,7.582,8.209,5.92,9.5,14.25,69
Robin Uthappa,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",CSK,GT,AWAY,TARGET,5.926,0.0,0.0,5.926,7.5,6.25,9
Ruturaj Gaikwad,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",CSK,GT,AWAY,TARGET,6.01,2.552,2.552,1.026,6.5,3.0,112
Shivam Dube,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",CSK,GT,AWAY,TARGET,3.708,0.0,0.0,5.445,5.5,3.75,25
Shubman Gill,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",GT,CSK,HOME,CHASE,5.13,2.786,0.0,5.423,7.5,7.25,2
Vijay Shankar,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",GT,CSK,HOME,CHASE,1.963,0.0,0.0,0.94,1.0,0.0,10
Wriddhiman Saha,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",GT,CSK,HOME,CHASE,2.076,2.737,0.0,1.911,2.5,1.5,13
Yash Dayal,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,CSK,HOME,CHASE,6.844,0.0,0.0,11.161,11.5,16.5,27
