NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Abdullah Shafique,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,IU,HOME,TARGET,3.08,4.567,0.0,3.189,4.5,4.25,108
Alex Hales,2 Batsmen,"Gaddafi Stadium, Lahore",IU,LQ,AWAY,CHASE,5.756,0.0,0.0,5.756,7.5,6.25,52
Asif Ali,2 Batsmen,"Gaddafi Stadium, Lahore",IU,LQ,AWAY,CHASE,2.267,1.25,1.284,2.267,3.0,1.75,32
Athar Mahmood,4 Bowler,"Gaddafi Stadium, Lahore",IU,LQ,AWAY,CHASE,5.534,0.0,0.0,1.29,5.5,1.25,6
Azam Khan,1 Wicketkeeper,"Gaddafi Stadium, Lahore",IU,LQ,AWAY,CHASE,3.545,0.24,0.24,3.545,4.5,2.25,63
David Wiese,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,IU,HOME,TARGET,4.288,7.834,7.834,4.288,6.0,9.25,64
Fakhar Zaman,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,IU,HOME,TARGET,8.146,3.608,2.874,8.146,12.0,18.0,5
Haris Rauf,4 Bowler,"Gaddafi Stadium, Lahore",LQ,IU,HOME,TARGET,4.8,4.602,4.382,4.8,6.0,7.0,82
Harry Brook,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,IU,HOME,TARGET,3.433,1.285,1.285,3.433,4.5,3.0,14
Hasan Ali,4 Bowler,"Gaddafi Stadium, Lahore",IU,LQ,AWAY,CHASE,5.248,6.697,5.877,4.719,7.0,9.25,7
Kamran Ghulam,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,IU,HOME,TARGET,3.863,0.0,0.0,3.863,4.5,2.25,51
Liam Dawson,3 All Rounder,"Gaddafi Stadium, Lahore",IU,LQ,AWAY,CHASE,5.26,0.478,0.478,5.578,7.5,6.25,91
Mohammad Hafeez,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,IU,HOME,TARGET,4.662,2.753,2.753,4.662,6.0,5.5,33
Mohammad Wasim,3 All Rounder,"Gaddafi Stadium, Lahore",IU,LQ,AWAY,CHASE,4.296,5.7,5.7,4.278,6.0,7.75,65
Paul Stirling,3 All Rounder,"Gaddafi Stadium, Lahore",IU,LQ,AWAY,CHASE,3.819,5.384,5.253,3.819,4.5,6.0,22
Phil Salt,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,IU,HOME,TARGET,0.951,3.144,2.587,0.951,0.0,2.0,26
Samit Patel,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,IU,HOME,TARGET,5.922,0.0,0.0,5.922,7.5,6.25,28
Shadab Khan,3 All Rounder,"Gaddafi Stadium, Lahore",IU,LQ,AWAY,CHASE,10.645,5.009,5.289,10.645,15.0,28.75,56
Shaheen Shah Afridi,4 Bowler,"Gaddafi Stadium, Lahore",LQ,IU,HOME,TARGET,5.27,5.422,4.544,5.27,7.5,9.75,54
Waqas Maqsood,4 Bowler,"Gaddafi Stadium, Lahore",IU,LQ,AWAY,CHASE,4.479,0.0,0.0,5.414,6.5,5.0,31
Will Jacks,2 Batsmen,"Gaddafi Stadium, Lahore",IU,LQ,AWAY,CHASE,6.25,0.0,0.0,6.25,9.0,9.0,18
Zaman Khan,4 Bowler,"Gaddafi Stadium, Lahore",LQ,IU,HOME,TARGET,5.036,0.0,0.0,5.036,7.5,6.25,54
