NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Abbas Afridi,4 Bowler,"Gaddafi Stadium, Lahore",MS,PZ,HOME,TARGET,4.052,0.0,0.0,1.259,4.5,1.0,35
Anwar Ali,4 Bowler,"Gaddafi Stadium, Lahore",MS,PZ,HOME,TARGET,1.837,0.0,0.0,2.852,2.0,0.5,25
Ben Cutting,3 All Rounder,"Gaddafi Stadium, Lahore",PZ,MS,AWAY,CHASE,2.449,0.0,0.0,2.449,3.0,1.0,46
Blessing Muzarabani,4 Bowler,"Gaddafi Stadium, Lahore",MS,PZ,HOME,TARGET,5.541,4.646,3.918,3.776,6.5,6.5,97
Haider Ali,2 Batsmen,"Gaddafi Stadium, Lahore",PZ,MS,AWAY,CHASE,3.862,2.516,2.516,4.079,5.0,4.5,5
Hussain Talat,3 All Rounder,"Gaddafi Stadium, Lahore",PZ,MS,AWAY,CHASE,3.893,1.209,1.209,3.99,4.5,3.0,8
Imran Tahir,4 Bowler,"Gaddafi Stadium, Lahore",MS,PZ,HOME,TARGET,6.976,0.0,0.0,7.749,9.5,10.5,31
Kamran Akmal,1 Wicketkeeper,"Gaddafi Stadium, Lahore",PZ,MS,AWAY,CHASE,3.796,0.0,0.0,3.994,4.5,2.25,14
Khushdil Shah,2 Batsmen,"Gaddafi Stadium, Lahore",MS,PZ,HOME,TARGET,5.813,2.074,2.074,5.813,7.5,7.75,104
Liam Livingstone,3 All Rounder,"Gaddafi Stadium, Lahore",PZ,MS,AWAY,CHASE,8.161,5.441,5.892,6.423,11.0,15.75,36
Mohammad Rizwan,1 Wicketkeeper,"Gaddafi Stadium, Lahore",MS,PZ,HOME,TARGET,7.139,5.95,7.6,8.333,11.0,18.25,60
Mohammad Umar,4 Bowler,"Gaddafi Stadium, Lahore",PZ,MS,AWAY,CHASE,4.819,0.0,0.0,5.126,6.5,5.0,2
Rilee Rossouw,2 Batsmen,"Gaddafi Stadium, Lahore",MS,PZ,HOME,TARGET,3.348,0.0,0.0,3.448,4.5,2.25,23
Salman Irshad,4 Bowler,"Gaddafi Stadium, Lahore",PZ,MS,AWAY,CHASE,3.437,0.0,0.0,3.004,4.5,2.25,56
Saqib Mahmood,4 Bowler,"Gaddafi Stadium, Lahore",PZ,MS,AWAY,CHASE,3.964,5.057,2.397,4.031,5.0,6.0,81
Shahnawaz Dahani,4 Bowler,"Gaddafi Stadium, Lahore",MS,PZ,HOME,TARGET,3.556,4.481,4.481,3.701,4.5,5.25,58
Shan Masood,2 Batsmen,"Gaddafi Stadium, Lahore",MS,PZ,HOME,TARGET,7.002,0.0,0.0,6.982,10.0,10.5,100
Sherfane Rutherford,2 Batsmen,"Gaddafi Stadium, Lahore",PZ,MS,AWAY,CHASE,2.771,0.0,0.0,2.771,3.0,1.0,35
Shoaib Malik,3 All Rounder,"Gaddafi Stadium, Lahore",PZ,MS,AWAY,CHASE,4.534,2.199,2.199,4.534,6.0,5.5,76
Sohaib Maqsood,2 Batsmen,"Gaddafi Stadium, Lahore",MS,PZ,HOME,TARGET,2.319,1.46,1.16,2.319,3.0,1.75,5
Tim David,3 All Rounder,"Gaddafi Stadium, Lahore",MS,PZ,HOME,TARGET,3.937,0.0,0.0,3.937,4.5,2.25,72
Wahab Riaz,4 Bowler,"Gaddafi Stadium, Lahore",PZ,MS,AWAY,CHASE,4.209,0.0,0.0,4.677,6.0,4.0,71
