NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Abhishek Sharma,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",SRH,PBKS,AWAY,CHASE,7.523,0.0,0.0,5.04,9.5,8.75,44
Aiden Markram,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",SRH,PBKS,AWAY,CHASE,4.41,4.82,6.562,5.539,6.5,8.5,59
Arshdeep Singh,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",PBKS,SRH,HOME,TARGET,3.781,0.0,0.0,1.796,3.5,0.75,4
Bhuvneshwar Kumar,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",SRH,PBKS,AWAY,CHASE,4.428,4.466,4.839,4.92,6.0,7.0,87
Jagadeesha Suchith,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",SRH,PBKS,AWAY,CHASE,4.365,0.0,0.0,3.814,5.5,3.0,45
Jitesh Sharma,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",PBKS,SRH,HOME,TARGET,2.165,0.0,0.0,2.884,3.0,1.0,17
Jonny Bairstow,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",PBKS,SRH,HOME,TARGET,3.402,3.313,2.587,1.7,3.5,2.75,18
Kagiso Rabada,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",PBKS,SRH,HOME,TARGET,7.46,6.37,6.339,6.728,10.0,15.0,29
Kane Williamson,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",SRH,PBKS,AWAY,CHASE,5.482,4.852,4.464,5.851,7.5,9.25,23
Liam Livingstone,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",PBKS,SRH,HOME,TARGET,5.102,5.441,5.892,5.102,7.5,10.0,91
M Shahrukh Khan,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",PBKS,SRH,HOME,TARGET,3.623,0.0,0.0,1.81,3.5,0.75,51
Marco Jansen,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",SRH,PBKS,AWAY,CHASE,5.827,7.107,0.0,4.394,7.0,8.5,12
Nicholas Pooran,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",SRH,PBKS,AWAY,CHASE,4.714,3.384,3.927,5.314,6.5,7.25,60
Odean Smith,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",PBKS,SRH,HOME,TARGET,4.613,4.363,3.026,3.928,5.5,5.75,19
Prabhsimran Singh,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",PBKS,SRH,HOME,TARGET,4.809,0.0,0.0,5.11,6.5,5.0,20
Rahul Chahar,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",PBKS,SRH,HOME,TARGET,4.699,6.582,5.891,5.027,6.5,9.25,56
Rahul Tripathi,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",SRH,PBKS,AWAY,CHASE,3.914,0.0,0.0,5.554,5.5,3.75,52
Shashank Singh,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",SRH,PBKS,AWAY,CHASE,3.117,0.0,0.0,0.0,3.0,0.0,4
Shikhar Dhawan,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",PBKS,SRH,HOME,TARGET,4.99,4.747,3.79,5.747,6.5,7.75,21
T Natarajan,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",SRH,PBKS,AWAY,CHASE,7.091,3.123,3.776,7.091,10.5,14.5,29
Umran Malik,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",SRH,PBKS,AWAY,CHASE,4.991,0.0,0.0,5.484,6.5,5.0,158
Vaibhav Arora,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",PBKS,SRH,HOME,TARGET,1.886,0.0,0.0,1.955,1.5,0.25,4
