NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Ajinkya Rahane,2 Batsmen,"Wankhede Stadium, Mumbai",KKR,PBKS,HOME,CHASE,4.213,1.987,0.0,7.525,7.5,7.5,19
Andre Russell,3 All Rounder,"Wankhede Stadium, Mumbai",KKR,PBKS,HOME,CHASE,6.183,4.374,4.374,6.183,9.0,12.0,137
Arshdeep Singh,4 Bowler,"Wankhede Stadium, Mumbai",PBKS,KKR,AWAY,TARGET,6.626,0.0,0.0,4.539,8.0,6.0,2
Bhanuka Rajapaksa,2 Batsmen,"Wankhede Stadium, Mumbai",PBKS,KKR,AWAY,TARGET,2.701,2.707,2.999,2.701,3.0,2.5,48
Harpreet Brar,4 Bowler,"Wankhede Stadium, Mumbai",PBKS,KKR,AWAY,TARGET,3.171,0.0,0.0,2.793,4.0,1.5,27
Kagiso Rabada,4 Bowler,"Wankhede Stadium, Mumbai",PBKS,KKR,AWAY,TARGET,9.333,6.37,6.339,13.279,15.5,33.75,68
Liam Livingstone,3 All Rounder,"Wankhede Stadium, Mumbai",PBKS,KKR,AWAY,TARGET,5.301,5.441,5.892,4.407,7.0,8.75,26
M Shahrukh Khan,2 Batsmen,"Wankhede Stadium, Mumbai",PBKS,KKR,AWAY,TARGET,4.49,0.0,0.0,4.082,6.0,4.0,2
Mayank Agarwal,2 Batsmen,"Wankhede Stadium, Mumbai",PBKS,KKR,AWAY,TARGET,3.428,3.329,0.0,3.087,4.5,3.75,5
Nitish Rana,2 Batsmen,"Wankhede Stadium, Mumbai",KKR,PBKS,HOME,CHASE,5.269,1.278,1.518,5.277,7.5,7.0,24
Odean Smith,3 All Rounder,"Wankhede Stadium, Mumbai",PBKS,KKR,AWAY,TARGET,3.529,4.363,3.026,1.581,3.5,3.5,42
Rahul Chahar,4 Bowler,"Wankhede Stadium, Mumbai",PBKS,KKR,AWAY,TARGET,4.281,6.582,5.891,4.429,6.0,8.25,80
Raj Bawa,3 All Rounder,"Wankhede Stadium, Mumbai",PBKS,KKR,AWAY,TARGET,7.227,9.378,0.0,0.0,7.0,4.5,16
Sam Billings,1 Wicketkeeper,"Wankhede Stadium, Mumbai",KKR,PBKS,HOME,CHASE,2.561,1.502,2.003,2.658,3.0,2.0,39
Shikhar Dhawan,2 Batsmen,"Wankhede Stadium, Mumbai",PBKS,KKR,AWAY,TARGET,3.358,4.747,3.79,7.313,6.5,8.0,23
Shivam Mavi,3 All Rounder,"Wankhede Stadium, Mumbai",KKR,PBKS,HOME,CHASE,6.056,0.0,0.0,3.642,7.5,4.5,23
Shreyas Iyer,2 Batsmen,"Wankhede Stadium, Mumbai",KKR,PBKS,HOME,CHASE,6.852,4.926,5.634,7.877,9.5,13.75,41
Sunil Narine,3 All Rounder,"Wankhede Stadium, Mumbai",KKR,PBKS,HOME,CHASE,4.437,0.0,0.0,4.437,6.0,4.0,41
Tim Southee,4 Bowler,"Wankhede Stadium, Mumbai",KKR,PBKS,HOME,CHASE,6.756,6.403,6.263,7.971,9.5,15.0,82
Umesh Yadav,4 Bowler,"Wankhede Stadium, Mumbai",KKR,PBKS,HOME,CHASE,5.037,3.727,0.0,6.496,8.0,9.0,144
Varun Chakravarthy,4 Bowler,"Wankhede Stadium, Mumbai",KKR,PBKS,HOME,CHASE,2.31,1.398,1.398,2.567,3.0,1.75,10
Venkatesh Iyer,3 All Rounder,"Wankhede Stadium, Mumbai",KKR,PBKS,HOME,CHASE,4.002,4.041,4.608,4.63,6.0,7.0,7
