NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Aaron Finch,2 Batsmen,"Wankhede Stadium, Mumbai",KKR,DC,AWAY,TARGET,3.081,3.82,4.214,3.584,4.5,4.75,7
Andre Russell,3 All Rounder,"Wankhede Stadium, Mumbai",KKR,DC,AWAY,TARGET,8.863,4.374,4.374,8.863,12.0,19.0,2
Axar Patel,3 All Rounder,"Wankhede Stadium, Mumbai",DC,KKR,HOME,CHASE,4.925,9.333,4.253,3.615,5.5,8.5,61
Baba Indrajith,2 Batsmen,"Wankhede Stadium, Mumbai",KKR,DC,AWAY,TARGET,5.638,0.0,0.0,0.0,5.0,0.0,18
Chetan Sakariya,4 Bowler,"Wankhede Stadium, Mumbai",DC,KKR,HOME,CHASE,5.895,3.824,2.886,0.0,5.0,2.0,57
David Warner,2 Batsmen,"Wankhede Stadium, Mumbai",DC,KKR,HOME,CHASE,4.594,4.848,7.757,6.947,7.0,9.75,62
Harshit Rana,4 Bowler,"Wankhede Stadium, Mumbai",KKR,DC,AWAY,TARGET,3.726,0.0,0.0,3.726,4.5,2.25,29
Kuldeep Yadav,4 Bowler,"Wankhede Stadium, Mumbai",DC,KKR,HOME,CHASE,6.726,3.248,4.837,6.819,9.0,11.5,126
Lalit Yadav,3 All Rounder,"Wankhede Stadium, Mumbai",DC,KKR,HOME,CHASE,5.495,0.0,0.0,5.032,7.5,6.25,27
Mitchell Marsh,3 All Rounder,"Wankhede Stadium, Mumbai",DC,KKR,HOME,CHASE,8.242,5.969,6.309,8.453,12.0,20.0,19
Mustafizur Rahman,4 Bowler,"Wankhede Stadium, Mumbai",DC,KKR,HOME,CHASE,2.115,5.084,5.79,2.98,3.0,4.75,97
Nitish Rana,2 Batsmen,"Wankhede Stadium, Mumbai",KKR,DC,AWAY,TARGET,3.832,1.278,1.518,2.788,4.0,2.25,84
Prithvi Shaw,2 Batsmen,"Wankhede Stadium, Mumbai",DC,KKR,HOME,CHASE,4.87,3.041,0.0,6.115,7.0,7.5,2
Rinku Singh,2 Batsmen,"Wankhede Stadium, Mumbai",KKR,DC,AWAY,TARGET,6.122,0.0,0.0,4.801,8.0,6.0,32
Rishabh Pant,1 Wicketkeeper,"Wankhede Stadium, Mumbai",DC,KKR,HOME,CHASE,4.952,3.72,3.304,4.85,6.0,6.25,26
Rovman Powell,2 Batsmen,"Wankhede Stadium, Mumbai",DC,KKR,HOME,CHASE,2.578,4.479,4.156,2.578,3.0,4.0,70
Shardul Thakur,4 Bowler,"Wankhede Stadium, Mumbai",DC,KKR,HOME,CHASE,4.073,5.943,4.828,4.29,6.0,7.5,10
Shreyas Iyer,2 Batsmen,"Wankhede Stadium, Mumbai",KKR,DC,AWAY,TARGET,4.604,4.926,5.634,4.471,6.0,7.25,60
Sunil Narine,3 All Rounder,"Wankhede Stadium, Mumbai",KKR,DC,AWAY,TARGET,4.826,0.0,0.0,4.826,6.0,4.0,49
Tim Southee,4 Bowler,"Wankhede Stadium, Mumbai",KKR,DC,AWAY,TARGET,8.144,6.403,6.263,8.378,12.0,20.5,4
Umesh Yadav,4 Bowler,"Wankhede Stadium, Mumbai",KKR,DC,AWAY,TARGET,5.84,3.727,0.0,6.524,8.0,9.0,93
Venkatesh Iyer,3 All Rounder,"Wankhede Stadium, Mumbai",KKR,DC,AWAY,TARGET,2.17,4.041,4.608,2.17,3.0,4.0,20
