NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Arshdeep Singh,4 Bowler,"Brabourne Stadium, Mumbai",PBKS,RCB,AWAY,TARGET,2.657,0.0,0.0,2.657,3.0,1.0,39
Bhanuka Rajapaksa,2 Batsmen,"Brabourne Stadium, Mumbai",PBKS,RCB,AWAY,TARGET,3.933,2.707,2.999,3.933,4.5,3.75,21
Dinesh Karthik,1 Wicketkeeper,"Brabourne Stadium, Mumbai",RCB,PBKS,HOME,CHASE,2.856,0.0,0.0,2.856,3.0,1.0,38
Faf du Plessis,2 Batsmen,"Brabourne Stadium, Mumbai",RCB,PBKS,HOME,CHASE,4.139,1.164,0.0,4.139,6.0,4.5,16
Glenn Maxwell,3 All Rounder,"Brabourne Stadium, Mumbai",RCB,PBKS,HOME,CHASE,5.237,4.237,4.237,5.237,7.5,9.25,99
Harpreet Brar,4 Bowler,"Brabourne Stadium, Mumbai",PBKS,RCB,AWAY,TARGET,2.832,0.0,0.0,2.114,3.0,1.0,46
Harshal Patel,4 Bowler,"Brabourne Stadium, Mumbai",RCB,PBKS,HOME,CHASE,6.207,5.916,5.916,6.207,9.0,12.75,133
Jitesh Sharma,1 Wicketkeeper,"Brabourne Stadium, Mumbai",PBKS,RCB,AWAY,TARGET,2.652,0.0,0.0,2.652,3.0,1.0,23
Jonny Bairstow,1 Wicketkeeper,"Brabourne Stadium, Mumbai",PBKS,RCB,AWAY,TARGET,3.123,3.313,2.587,3.296,4.5,4.25,102
Josh Hazlewood,4 Bowler,"Brabourne Stadium, Mumbai",RCB,PBKS,HOME,CHASE,4.993,6.99,7.45,5.548,6.5,9.75,6
Kagiso Rabada,4 Bowler,"Brabourne Stadium, Mumbai",PBKS,RCB,AWAY,TARGET,7.829,6.37,6.339,7.829,10.5,16.75,87
Liam Livingstone,3 All Rounder,"Brabourne Stadium, Mumbai",PBKS,RCB,AWAY,TARGET,6.205,5.441,5.892,6.205,9.0,12.75,99
Mahipal Lomror,3 All Rounder,"Brabourne Stadium, Mumbai",RCB,PBKS,HOME,CHASE,4.323,0.0,0.0,2.29,5.0,2.0,12
Mayank Agarwal,2 Batsmen,"Brabourne Stadium, Mumbai",PBKS,RCB,AWAY,TARGET,2.459,3.329,0.0,2.459,3.0,2.5,34
Mohammed Siraj,4 Bowler,"Brabourne Stadium, Mumbai",RCB,PBKS,HOME,CHASE,2.241,4.248,4.474,2.241,3.0,4.0,16
Rahul Chahar,4 Bowler,"Brabourne Stadium, Mumbai",PBKS,RCB,AWAY,TARGET,4.768,6.582,5.891,4.768,6.0,8.25,64
Rajat Patidar,2 Batsmen,"Brabourne Stadium, Mumbai",RCB,PBKS,HOME,CHASE,5.69,0.0,0.0,4.909,7.0,5.0,35
Rishi Dhawan,3 All Rounder,"Brabourne Stadium, Mumbai",PBKS,RCB,AWAY,TARGET,6.674,0.0,0.0,5.567,8.5,7.5,63
Shahbaz Ahmed,3 All Rounder,"Brabourne Stadium, Mumbai",RCB,PBKS,HOME,CHASE,3.473,0.0,0.0,3.473,4.5,2.25,34
Shikhar Dhawan,2 Batsmen,"Brabourne Stadium, Mumbai",PBKS,RCB,AWAY,TARGET,5.309,4.747,3.79,5.309,7.5,9.0,47
Virat Kohli,2 Batsmen,"Brabourne Stadium, Mumbai",RCB,PBKS,HOME,CHASE,2.862,3.882,5.566,2.862,3.0,3.75,30
Wanindu Hasaranga de Silva,3 All Rounder,"Brabourne Stadium, Mumbai",RCB,PBKS,HOME,CHASE,7.01,7.662,9.847,7.01,10.5,18.0,77
