NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Angelo Mathews,3 All Rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",SL,INDIA,AWAY,CHASE,4.33,2.252,2.768,2.119,5.0,3.5,61
Charith Asalanka,3 All Rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",SL,INDIA,AWAY,CHASE,4.49,4.303,0.759,0.0,4.0,2.0,64
Dhananjaya de Silva,3 All Rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",SL,INDIA,AWAY,CHASE,10.219,4.124,4.898,0.0,10.0,3.0,64
Dimuth Karunaratne,2 Batsmen,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",SL,INDIA,AWAY,CHASE,3.707,5.559,6.314,7.586,6.5,9.25,70
Hanuma Vihari,3 All Rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",INDIA,SL,HOME,TARGET,6.212,5.414,5.414,5.188,8.5,11.25,71
Jasprit Bumrah,4 Bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",INDIA,SL,HOME,TARGET,6.088,5.223,4.828,6.483,9.0,12.5,52
Jayant Yadav,4 Bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",INDIA,SL,HOME,TARGET,4.515,2.778,4.074,8.83,8.0,10.0,14
Lahiru Kumara,4 Bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",SL,INDIA,AWAY,CHASE,5.137,8.168,16.755,0.0,5.0,8.0,25
Lahiru Thirimanne,2 Batsmen,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",SL,INDIA,AWAY,CHASE,4.807,4.442,4.442,5.226,6.5,8.0,26
Lasith Embuldeniya,4 Bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",SL,INDIA,AWAY,CHASE,4.883,7.055,7.055,6.771,7.0,11.25,54
Mayank Agarwal,2 Batsmen,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",INDIA,SL,HOME,TARGET,3.949,12.069,12.069,4.111,5.0,12.0,50
Mohammed Shami,4 Bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",INDIA,SL,HOME,TARGET,6.723,5.931,6.041,6.913,9.0,13.0,91
Niroshan Dickwella,1 Wicketkeeper,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",SL,INDIA,AWAY,CHASE,4.376,2.401,3.088,0.0,4.0,1.75,78
Pathum Nissanka,2 Batsmen,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",SL,INDIA,AWAY,CHASE,5.359,3.526,3.197,0.0,5.0,2.25,87
Ravichandran Ashwin,3 All Rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",INDIA,SL,HOME,TARGET,6.681,8.087,8.728,6.361,9.0,15.0,201
Ravindra Jadeja,3 All Rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",INDIA,SL,HOME,TARGET,7.99,6.345,4.482,9.021,11.5,19.75,390
Rishabh Pant,1 Wicketkeeper,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",INDIA,SL,HOME,TARGET,4.117,3.536,3.166,4.288,6.0,6.25,145
Rohit Sharma,2 Batsmen,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",INDIA,SL,HOME,TARGET,3.869,5.706,7.169,0.0,3.0,4.25,55
Shreyas Iyer,2 Batsmen,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",INDIA,SL,HOME,TARGET,6.62,4.659,3.529,5.293,8.5,10.25,50
Suranga Lakmal,4 Bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",SL,INDIA,AWAY,CHASE,3.107,3.786,3.501,0.995,3.0,2.25,52
Virat Kohli,2 Batsmen,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",INDIA,SL,HOME,TARGET,3.649,3.857,2.731,4.64,5.0,5.0,62
Vishwa Fernando,4 Bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",SL,INDIA,AWAY,CHASE,3.629,3.488,3.488,3.128,4.5,4.5,44
