NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Alex Hales,2 Batsmen,"National Stadium, Karachi",IU,KK,AWAY,TARGET,6.591,0.0,0.0,6.591,9.0,9.0,45
Asif Ali,2 Batsmen,"National Stadium, Karachi",IU,KK,AWAY,TARGET,0.983,1.25,1.284,0.983,0.0,0.75,22
Azam Khan,1 Wicketkeeper,"National Stadium, Karachi",IU,KK,AWAY,TARGET,2.408,0.24,0.24,2.867,3.0,1.0,44
Babar Azam,2 Batsmen,"National Stadium, Karachi",KK,IU,HOME,CHASE,6.122,5.259,5.458,6.431,9.0,12.75,41
Chris Jordan,4 Bowler,"National Stadium, Karachi",KK,IU,HOME,CHASE,3.477,4.024,4.024,3.116,4.5,5.25,60
Colin Munro,2 Batsmen,"National Stadium, Karachi",IU,KK,AWAY,TARGET,5.559,0.0,0.0,5.559,7.5,6.25,51
Faheem Ashraf,3 All Rounder,"National Stadium, Karachi",IU,KK,AWAY,TARGET,2.945,3.352,3.657,2.39,3.0,3.25,21
Hasan Ali,4 Bowler,"National Stadium, Karachi",IU,KK,AWAY,TARGET,5.678,6.697,5.877,5.257,7.5,10.5,39
Ian Cockbain,2 Batsmen,"National Stadium, Karachi",KK,IU,HOME,CHASE,5.26,0.0,0.0,6.463,8.0,7.5,6
Imad Wasim,3 All Rounder,"National Stadium, Karachi",KK,IU,HOME,CHASE,3.67,3.996,3.996,3.191,4.5,4.5,36
Lewis Gregory,3 All Rounder,"National Stadium, Karachi",KK,IU,HOME,CHASE,1.598,7.034,4.202,1.234,1.5,4.75,22
Mohammad Nabi,3 All Rounder,"National Stadium, Karachi",KK,IU,HOME,CHASE,3.245,4.83,5.561,3.245,4.5,5.5,99
Mohammad Taha,3 All Rounder,"National Stadium, Karachi",KK,IU,HOME,CHASE,3.946,0.0,0.0,0.284,3.0,0.0,2
Mohammad Wasim,3 All Rounder,"National Stadium, Karachi",IU,KK,AWAY,TARGET,6.218,5.7,5.7,6.68,9.0,12.75,35
Mubasir Khan,3 All Rounder,"National Stadium, Karachi",IU,KK,AWAY,TARGET,4.855,0.0,0.0,1.191,4.5,1.0,4
Paul Stirling,3 All Rounder,"National Stadium, Karachi",IU,KK,AWAY,TARGET,5.715,5.777,5.974,4.759,7.0,8.75,56
Sahibzada Farhan,2 Batsmen,"National Stadium, Karachi",KK,IU,HOME,CHASE,2.794,0.0,0.0,0.646,2.0,0.0,43
Shadab Khan,3 All Rounder,"National Stadium, Karachi",IU,KK,AWAY,TARGET,6.728,5.009,5.289,6.728,9.0,12.75,190
Sharjeel Khan,2 Batsmen,"National Stadium, Karachi",KK,IU,HOME,CHASE,2.925,1.309,1.309,4.474,4.0,2.75,11
Umaid Asif,3 All Rounder,"National Stadium, Karachi",KK,IU,HOME,CHASE,6.045,0.0,0.0,6.045,9.0,9.0,43
Usman Shinwari,4 Bowler,"National Stadium, Karachi",KK,IU,HOME,CHASE,2.808,0.0,0.0,2.851,3.0,1.0,41
Waqas Maqsood,4 Bowler,"National Stadium, Karachi",IU,KK,AWAY,TARGET,4.475,0.0,0.0,8.88,8.0,8.0,37
