NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Andrew Tye,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",LSG,DC,HOME,CHASE,4.652,8.259,8.259,4.327,6.0,10.0,4
Anrich Nortje,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",DC,LSG,AWAY,TARGET,6.544,6.068,5.775,7.68,9.5,14.75,-2
Avesh Khan,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",LSG,DC,HOME,CHASE,5.357,4.817,4.817,6.96,8.0,10.5,2
Axar Patel,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",DC,LSG,AWAY,TARGET,4.896,9.333,4.253,3.575,5.5,8.5,16
Ayush Badoni,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",LSG,DC,HOME,CHASE,2.559,0.0,0.0,1.959,2.5,0.5,25
David Warner,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",DC,LSG,AWAY,TARGET,4.423,4.848,7.757,9.593,8.5,12.75,2
Deepak Hooda,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",LSG,DC,HOME,CHASE,5.57,2.741,1.349,4.401,7.0,6.25,15
Evin Lewis,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",LSG,DC,HOME,CHASE,2.962,4.526,4.347,3.637,3.5,4.5,3
Jason Holder,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",LSG,DC,HOME,CHASE,6.579,5.713,6.466,8.344,10.0,16.0,4
KL Rahul,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",LSG,DC,HOME,CHASE,4.197,4.689,4.982,5.038,6.5,8.0,31
Krishnappa Gowtham,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",LSG,DC,HOME,CHASE,5.858,3.079,0.0,6.347,8.0,9.0,45
Krunal Pandya,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",LSG,DC,HOME,CHASE,5.935,3.873,4.211,4.339,7.0,7.5,29
Kuldeep Yadav,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",DC,LSG,AWAY,TARGET,4.389,3.248,4.837,6.389,7.0,8.5,62
Lalit Yadav,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",DC,LSG,AWAY,TARGET,5.904,0.0,0.0,5.582,7.5,6.25,33
Mustafizur Rahman,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",DC,LSG,AWAY,TARGET,3.157,5.084,5.79,4.822,5.0,6.75,6
Prithvi Shaw,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",DC,LSG,AWAY,TARGET,3.817,3.041,0.0,5.445,5.5,5.25,100
Quinton de Kock,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",LSG,DC,HOME,CHASE,4.152,6.03,6.354,3.809,5.5,7.5,117
Ravi Bishnoi,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",LSG,DC,HOME,CHASE,3.923,4.417,4.417,3.55,4.5,5.25,66
Rishabh Pant,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",DC,LSG,AWAY,TARGET,3.711,3.72,3.304,4.211,5.0,5.25,54
Rovman Powell,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",DC,LSG,AWAY,TARGET,5.808,4.479,4.156,4.387,7.0,8.0,1
Sarfaraz Khan,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",DC,LSG,AWAY,TARGET,3.695,0.0,0.0,0.0,3.0,0.0,55
Shardul Thakur,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",DC,LSG,AWAY,TARGET,5.157,5.943,4.828,3.635,6.5,7.25,29
