NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Avesh Khan,4 Bowler,"Brabourne Stadium, Mumbai",LSG,MI,AWAY,TARGET,5.83,4.817,4.817,5.647,7.5,9.25,83
Ayush Badoni,2 Batsmen,"Brabourne Stadium, Mumbai",LSG,MI,AWAY,TARGET,1.85,0.0,0.0,1.85,1.5,0.25,4
Deepak Hooda,3 All Rounder,"Brabourne Stadium, Mumbai",LSG,MI,AWAY,TARGET,4.206,2.741,1.349,4.05,6.0,5.25,30
Dewald Brevis,3 All Rounder,"Brabourne Stadium, Mumbai",MI,LSG,HOME,CHASE,6.584,12.923,0.0,6.584,9.0,15.0,53
Dushmantha Chameera,4 Bowler,"Brabourne Stadium, Mumbai",LSG,MI,AWAY,TARGET,4.62,4.843,4.989,4.62,6.0,7.0,39
Fabian Allen,3 All Rounder,"Brabourne Stadium, Mumbai",MI,LSG,HOME,CHASE,2.947,3.716,4.068,3.079,3.5,4.0,42
Ishan Kishan,1 Wicketkeeper,"Brabourne Stadium, Mumbai",MI,LSG,HOME,CHASE,5.832,4.658,4.931,5.832,7.5,9.25,27
Jason Holder,3 All Rounder,"Brabourne Stadium, Mumbai",LSG,MI,AWAY,TARGET,4.817,5.713,6.466,4.77,6.0,8.0,37
Jasprit Bumrah,4 Bowler,"Brabourne Stadium, Mumbai",MI,LSG,HOME,CHASE,3.733,5.6,5.802,2.519,4.0,5.25,6
Jaydev Unadkat,4 Bowler,"Brabourne Stadium, Mumbai",MI,LSG,HOME,CHASE,5.181,0.0,0.0,6.119,8.0,7.5,72
KL Rahul,2 Batsmen,"Brabourne Stadium, Mumbai",LSG,MI,AWAY,TARGET,3.597,4.689,4.982,4.025,5.0,6.0,148
Kieron Pollard,3 All Rounder,"Brabourne Stadium, Mumbai",MI,LSG,HOME,CHASE,2.323,2.847,2.768,2.581,3.0,2.5,40
Krunal Pandya,3 All Rounder,"Brabourne Stadium, Mumbai",LSG,MI,AWAY,TARGET,5.513,3.873,4.211,4.535,7.0,7.5,5
Manish Pandey,2 Batsmen,"Brabourne Stadium, Mumbai",LSG,MI,AWAY,TARGET,4.25,2.764,0.0,1.081,4.5,2.0,54
Marcus Stoinis,3 All Rounder,"Brabourne Stadium, Mumbai",LSG,MI,AWAY,TARGET,3.925,3.374,3.223,3.773,4.5,4.5,65
Murugan Ashwin,4 Bowler,"Brabourne Stadium, Mumbai",MI,LSG,HOME,CHASE,3.915,0.0,0.0,3.981,4.5,2.25,45
Quinton de Kock,1 Wicketkeeper,"Brabourne Stadium, Mumbai",LSG,MI,AWAY,TARGET,5.091,6.03,6.354,4.982,7.0,9.5,60
Ravi Bishnoi,4 Bowler,"Brabourne Stadium, Mumbai",LSG,MI,AWAY,TARGET,3.771,4.417,4.417,3.921,4.5,5.25,29
Rohit Sharma,2 Batsmen,"Brabourne Stadium, Mumbai",MI,LSG,HOME,CHASE,3.153,4.731,5.544,3.305,4.5,5.5,19
Suryakumar Yadav,2 Batsmen,"Brabourne Stadium, Mumbai",MI,LSG,HOME,CHASE,6.083,4.066,3.951,7.44,9.5,13.25,50
Tilak Varma,3 All Rounder,"Brabourne Stadium, Mumbai",MI,LSG,HOME,CHASE,4.064,0.0,0.0,4.664,6.0,4.0,32
Tymal Mills,4 Bowler,"Brabourne Stadium, Mumbai",MI,LSG,HOME,CHASE,4.761,5.364,5.364,4.169,6.0,7.75,-2
