NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Abhishek Sharma,3 All Rounder,"Wankhede Stadium, Mumbai",SRH,RCB,HOME,CHASE,5.882,0.0,0.0,5.882,7.5,6.25,4
Aiden Markram,2 Batsmen,"Wankhede Stadium, Mumbai",SRH,RCB,HOME,CHASE,5.176,4.82,6.562,5.176,7.5,9.75,36
Bhuvneshwar Kumar,4 Bowler,"Wankhede Stadium, Mumbai",SRH,RCB,HOME,CHASE,4.438,4.466,4.839,4.438,6.0,7.0,13
Dinesh Karthik,1 Wicketkeeper,"Wankhede Stadium, Mumbai",RCB,SRH,AWAY,TARGET,3.233,0.0,0.0,3.233,4.5,2.25,59
Faf du Plessis,2 Batsmen,"Wankhede Stadium, Mumbai",RCB,SRH,AWAY,TARGET,3.464,1.164,0.0,3.464,4.5,2.75,107
Fazalhaq Farooqi,4 Bowler,"Wankhede Stadium, Mumbai",SRH,RCB,HOME,CHASE,5.179,6.762,8.623,6.064,8.0,12.5,2
Glenn Maxwell,3 All Rounder,"Wankhede Stadium, Mumbai",RCB,SRH,AWAY,TARGET,4.144,4.237,4.237,4.495,6.0,7.0,93
Harshal Patel,4 Bowler,"Wankhede Stadium, Mumbai",RCB,SRH,AWAY,TARGET,5.756,5.916,5.916,5.756,7.5,10.0,31
Jagadeesha Suchith,4 Bowler,"Wankhede Stadium, Mumbai",SRH,RCB,HOME,CHASE,5.118,0.0,0.0,5.32,7.5,6.25,56
Josh Hazlewood,4 Bowler,"Wankhede Stadium, Mumbai",RCB,SRH,AWAY,TARGET,5.74,6.99,7.45,6.377,8.0,12.25,60
Kane Williamson,2 Batsmen,"Wankhede Stadium, Mumbai",SRH,RCB,HOME,CHASE,3.511,4.852,4.464,3.511,4.5,5.25,10
Kartik Tyagi,4 Bowler,"Wankhede Stadium, Mumbai",SRH,RCB,HOME,CHASE,2.714,0.0,0.0,3.379,3.5,1.5,27
Mahipal Lomror,3 All Rounder,"Wankhede Stadium, Mumbai",RCB,SRH,AWAY,TARGET,4.511,0.0,0.0,4.212,6.0,4.0,12
Mohammed Siraj,4 Bowler,"Wankhede Stadium, Mumbai",RCB,SRH,AWAY,TARGET,2.495,4.248,4.474,2.495,3.0,4.0,4
Nicholas Pooran,1 Wicketkeeper,"Wankhede Stadium, Mumbai",SRH,RCB,HOME,CHASE,3.867,3.384,3.927,3.867,4.5,4.5,29
Rahul Tripathi,2 Batsmen,"Wankhede Stadium, Mumbai",SRH,RCB,HOME,CHASE,4.056,0.0,0.0,4.056,6.0,4.0,92
Rajat Patidar,2 Batsmen,"Wankhede Stadium, Mumbai",RCB,SRH,AWAY,TARGET,4.641,0.0,0.0,4.625,6.0,4.0,72
Shahbaz Ahmed,3 All Rounder,"Wankhede Stadium, Mumbai",RCB,SRH,AWAY,TARGET,4.243,0.0,0.0,4.243,6.0,4.0,22
Shashank Singh,3 All Rounder,"Wankhede Stadium, Mumbai",SRH,RCB,HOME,CHASE,1.921,0.0,0.0,0.972,1.0,0.0,14
Umran Malik,4 Bowler,"Wankhede Stadium, Mumbai",SRH,RCB,HOME,CHASE,6.057,0.0,0.0,6.057,9.0,9.0,-2
Virat Kohli,2 Batsmen,"Wankhede Stadium, Mumbai",RCB,SRH,AWAY,TARGET,2.88,3.882,5.566,2.88,3.0,3.75,10
Wanindu Hasaranga de Silva,3 All Rounder,"Wankhede Stadium, Mumbai",RCB,SRH,AWAY,TARGET,6.395,7.662,9.847,6.395,9.0,14.75,171
