NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Aamer Azmat,Unknown,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,6.358,0.0,0.0,1.643,6.5,1.5,10
Abdullah Shafique,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,3.558,4.567,0.0,3.558,4.5,4.25,28
Asif Afridi,3 All Rounder,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,6.862,0.0,0.0,5.427,8.5,7.5,90
David Wiese,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,4.99,7.834,7.834,4.99,6.0,9.25,64
David Willey,3 All Rounder,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,6.302,5.61,4.025,6.654,9.0,12.5,25
Fakhar Zaman,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,6.447,3.608,2.874,6.447,9.0,11.0,35
Haris Rauf,4 Bowler,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,4.251,4.602,4.382,4.251,6.0,7.0,45
Harry Brook,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,3.415,1.285,1.285,3.415,4.5,3.0,63
Imran Tahir,4 Bowler,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,5.162,0.0,0.0,5.162,7.5,6.25,20
Kamran Ghulam,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,4.163,0.0,0.0,4.163,6.0,4.0,19
Khushdil Shah,2 Batsmen,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,7.152,2.074,2.074,7.152,10.5,13.75,48
Mohammad Hafeez,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,4.242,2.753,2.753,4.242,6.0,5.5,156
Mohammad Rizwan,1 Wicketkeeper,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,7.66,5.95,7.6,7.66,10.5,16.5,41
Rilee Rossouw,2 Batsmen,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,3.868,0.0,0.0,3.868,4.5,2.25,18
Rumman Raees,4 Bowler,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,2.975,0.0,0.0,2.798,3.0,1.0,5
Samit Patel,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,6.2,0.0,0.0,6.2,9.0,9.0,10
Shaheen Shah Afridi,4 Bowler,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,5.529,5.422,4.544,5.529,7.5,9.75,99
Shahnawaz Dahani,4 Bowler,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,6.606,4.481,4.481,6.606,9.0,12.0,33
Shan Masood,2 Batsmen,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,6.34,0.0,0.0,6.34,9.0,9.0,32
Tim David,2 Batsmen,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,4.256,0.0,0.0,4.256,6.0,4.0,47
Zaman Khan,4 Bowler,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,5.294,0.0,0.0,5.294,7.5,6.25,64
Zeeshan Ashraf,1 Wicketkeeper,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,4.534,0.0,0.0,0.0,4.0,0.0,12
