NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Afif Hossain,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,4.299,2.869,2.562,3.436,5.5,4.5,10
Azmatullah Omarzai,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,6.381,2.059,0.0,5.316,8.5,8.5,37
Fazalhaq Farooqi,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,3.906,5.496,4.039,2.83,4.0,5.0,39
Gulbadin Naib,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,3.098,3.504,4.992,4.992,5.0,5.5,20
Hashmatullah Shahidi,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,3.271,3.705,0.0,0.0,3.0,1.5,6
Litton Das,1 Wicketkeeper,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,4.237,3.268,2.088,3.336,5.5,5.0,101
Mahmudullah,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,5.411,4.251,4.089,5.826,7.5,9.25,33
Mehidy Hasan Miraz,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,5.346,5.484,0.0,5.111,7.5,8.75,72
Mohammad Nabi,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,3.616,4.553,5.561,3.762,4.5,5.5,58
Mujeeb Ur Rahman,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,4.38,6.945,10.076,4.986,6.0,9.5,24
Mushfiqur Rahim,1 Wicketkeeper,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,4.021,3.673,2.448,3.751,5.5,5.0,35
Mustafizur Rahman,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,7.171,5.851,6.131,7.483,10.5,16.25,7
Najibullah Zadran,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,4.247,4.627,5.585,3.2,5.5,6.25,17
Rahmanullah Gurbaz,1 Wicketkeeper,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,3.57,4.245,4.019,3.352,4.5,5.25,153
Rahmat Shah,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,4.595,4.595,0.0,0.0,4.0,2.0,54
Rashid Khan,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,6.535,7.975,7.443,6.516,9.0,14.25,89
Riaz Hassan,Unknown,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,6.436,3.151,0.0,0.0,6.0,1.5,45
Shakib Al Hasan,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,9.765,8.656,8.539,10.306,14.0,28.5,62
Shoriful Islam,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,3.733,5.11,5.527,3.559,4.5,6.0,16
Tamim Iqbal,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,6.422,4.462,0.0,7.737,9.5,12.5,14
Taskin Ahmed,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,4.669,4.017,3.853,4.446,6.0,6.75,4
Yasir Ali,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,2.523,1.464,0.0,3.153,3.5,2.0,0
