NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Abhinav Manohar,3 All Rounder,"Wankhede Stadium, Mumbai",GT,LSG,HOME,CHASE,4.07,0.0,0.0,6.18,7.0,6.0,22
Avesh Khan,4 Bowler,"Wankhede Stadium, Mumbai",LSG,GT,AWAY,TARGET,4.744,4.817,4.817,7.168,7.5,10.0,29
Ayush Badoni,2 Batsmen,"Wankhede Stadium, Mumbai",LSG,GT,AWAY,TARGET,2.999,0.0,0.0,0.247,2.0,0.0,78
David Miller,2 Batsmen,"Wankhede Stadium, Mumbai",GT,LSG,HOME,CHASE,5.038,3.062,3.422,6.148,8.0,9.75,45
Deepak Hooda,3 All Rounder,"Wankhede Stadium, Mumbai",LSG,GT,AWAY,TARGET,3.994,2.741,1.349,1.349,3.5,2.0,118
Dushmantha Chameera,4 Bowler,"Wankhede Stadium, Mumbai",LSG,GT,AWAY,TARGET,5.127,4.843,4.989,5.449,7.5,9.25,63
Evin Lewis,2 Batsmen,"Wankhede Stadium, Mumbai",LSG,GT,AWAY,TARGET,3.963,4.526,4.347,4.888,5.0,6.0,16
Hardik Pandya,3 All Rounder,"Wankhede Stadium, Mumbai",GT,LSG,HOME,CHASE,2.353,3.608,3.974,2.318,3.0,3.25,56
KL Rahul,2 Batsmen,"Wankhede Stadium, Mumbai",LSG,GT,AWAY,TARGET,5.248,4.689,4.982,8.542,9.0,13.0,10
Krunal Pandya,3 All Rounder,"Wankhede Stadium, Mumbai",LSG,GT,AWAY,TARGET,7.351,3.873,4.211,7.879,10.5,14.75,63
Lockie Ferguson,4 Bowler,"Wankhede Stadium, Mumbai",GT,LSG,HOME,CHASE,8.028,4.444,4.444,8.496,12.0,19.0,6
Manish Pandey,2 Batsmen,"Wankhede Stadium, Mumbai",LSG,GT,AWAY,TARGET,5.592,2.764,0.0,0.0,5.0,1.0,19
Matthew Wade,1 Wicketkeeper,"Wankhede Stadium, Mumbai",GT,LSG,HOME,CHASE,3.557,2.301,2.148,2.491,4.0,3.0,50
Mohammed Shami,4 Bowler,"Wankhede Stadium, Mumbai",GT,LSG,HOME,CHASE,5.92,6.199,5.755,5.755,7.5,10.5,101
Mohsin Khan,4 Bowler,"Wankhede Stadium, Mumbai",LSG,GT,AWAY,TARGET,3.339,0.0,0.0,3.125,4.5,2.25,4
Quinton de Kock,1 Wicketkeeper,"Wankhede Stadium, Mumbai",LSG,GT,AWAY,TARGET,5.08,6.03,6.354,4.969,7.0,9.5,12
Rahul Tewatia,3 All Rounder,"Wankhede Stadium, Mumbai",GT,LSG,HOME,CHASE,5.269,0.0,0.0,5.269,7.5,6.25,61
Rashid Khan,4 Bowler,"Wankhede Stadium, Mumbai",GT,LSG,HOME,CHASE,6.139,7.608,6.816,5.951,8.5,12.5,39
Ravi Bishnoi,4 Bowler,"Wankhede Stadium, Mumbai",LSG,GT,AWAY,TARGET,4.63,4.417,4.417,4.417,6.0,7.0,4
Shubman Gill,2 Batsmen,"Wankhede Stadium, Mumbai",GT,LSG,HOME,CHASE,5.43,2.786,0.0,5.798,7.5,7.25,10
Varun Aaron,4 Bowler,"Wankhede Stadium, Mumbai",GT,LSG,HOME,CHASE,5.446,0.0,0.0,0.0,5.0,0.0,50
Vijay Shankar,3 All Rounder,"Wankhede Stadium, Mumbai",GT,LSG,HOME,CHASE,3.416,0.0,0.0,5.783,5.5,3.75,8
