NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Abhishek Sharma,3 All Rounder,"Brabourne Stadium, Mumbai",SRH,DC,AWAY,CHASE,6.357,0.0,0.0,6.419,9.0,9.0,12
Aiden Markram,2 Batsmen,"Brabourne Stadium, Mumbai",SRH,DC,AWAY,CHASE,4.547,4.82,6.562,5.052,6.5,8.5,64
Anrich Nortje,4 Bowler,"Brabourne Stadium, Mumbai",DC,SRH,HOME,TARGET,5.6,6.068,5.775,6.501,8.0,11.75,37
Bhuvneshwar Kumar,4 Bowler,"Brabourne Stadium, Mumbai",SRH,DC,AWAY,CHASE,4.428,4.466,4.839,4.428,6.0,7.0,49
David Warner,2 Batsmen,"Brabourne Stadium, Mumbai",DC,SRH,HOME,TARGET,5.108,4.848,7.757,5.924,7.5,10.0,126
Kane Williamson,2 Batsmen,"Brabourne Stadium, Mumbai",SRH,DC,AWAY,CHASE,3.667,4.852,4.464,3.834,4.5,5.25,3
Kartik Tyagi,4 Bowler,"Brabourne Stadium, Mumbai",SRH,DC,AWAY,CHASE,3.051,0.0,0.0,3.861,4.5,2.25,12
Khaleel Ahmed,4 Bowler,"Brabourne Stadium, Mumbai",DC,SRH,HOME,TARGET,4.86,0.0,0.0,7.029,7.5,7.0,83
Kuldeep Yadav,4 Bowler,"Brabourne Stadium, Mumbai",DC,SRH,HOME,TARGET,7.355,3.248,4.837,7.355,10.5,14.75,51
Lalit Yadav,3 All Rounder,"Brabourne Stadium, Mumbai",DC,SRH,HOME,TARGET,4.398,0.0,0.0,4.33,6.0,4.0,4
Mandeep Singh,3 All Rounder,"Brabourne Stadium, Mumbai",DC,SRH,HOME,TARGET,3.175,0.0,0.0,1.28,3.5,0.75,2
Mitchell Marsh,3 All Rounder,"Brabourne Stadium, Mumbai",DC,SRH,HOME,TARGET,6.928,5.969,6.309,6.928,9.0,13.0,41
Nicholas Pooran,1 Wicketkeeper,"Brabourne Stadium, Mumbai",SRH,DC,AWAY,CHASE,3.81,3.384,3.927,3.81,4.5,4.5,102
Rahul Tripathi,2 Batsmen,"Brabourne Stadium, Mumbai",SRH,DC,AWAY,CHASE,4.589,0.0,0.0,4.14,6.0,4.0,30
Ripal Patel,2 Batsmen,"Brabourne Stadium, Mumbai",DC,SRH,HOME,TARGET,2.36,0.0,0.0,2.967,3.0,1.0,12
Rishabh Pant,1 Wicketkeeper,"Brabourne Stadium, Mumbai",DC,SRH,HOME,TARGET,4.164,3.72,3.304,4.091,6.0,6.25,49
Rovman Powell,2 Batsmen,"Brabourne Stadium, Mumbai",DC,SRH,HOME,TARGET,2.383,4.479,4.156,2.383,3.0,4.0,108
Sean Abbott,3 All Rounder,"Brabourne Stadium, Mumbai",SRH,DC,AWAY,CHASE,4.327,4.36,3.571,4.201,6.0,6.75,42
Shardul Thakur,4 Bowler,"Brabourne Stadium, Mumbai",DC,SRH,HOME,TARGET,4.75,5.943,4.828,4.75,6.0,7.5,60
Shashank Singh,3 All Rounder,"Brabourne Stadium, Mumbai",SRH,DC,AWAY,CHASE,2.078,0.0,0.0,0.896,2.0,0.0,16
Shreyas Gopal,3 All Rounder,"Brabourne Stadium, Mumbai",SRH,DC,AWAY,CHASE,4.269,0.0,0.0,0.4,4.0,0.0,44
Umran Malik,4 Bowler,"Brabourne Stadium, Mumbai",SRH,DC,AWAY,CHASE,6.382,0.0,0.0,6.73,9.0,9.0,-2
