NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Alzarri Joseph,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",GT,PBKS,HOME,TARGET,6.321,5.342,0.0,4.835,8.0,8.5,8
Arshdeep Singh,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",PBKS,GT,AWAY,CHASE,2.343,0.0,0.0,1.647,2.5,0.5,37
Bhanuka Rajapaksa,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",PBKS,GT,AWAY,CHASE,3.669,2.707,2.999,3.669,4.5,3.75,57
David Miller,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",GT,PBKS,HOME,TARGET,4.578,3.062,3.422,4.783,6.0,6.25,15
Hardik Pandya,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",GT,PBKS,HOME,TARGET,6.228,3.608,3.974,6.228,9.0,11.25,5
Jitesh Sharma,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",PBKS,GT,AWAY,CHASE,2.347,0.0,0.0,2.732,3.0,1.0,20
Jonny Bairstow,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",PBKS,GT,AWAY,CHASE,3.042,3.313,2.587,2.016,4.0,3.5,5
Kagiso Rabada,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",PBKS,GT,AWAY,CHASE,7.314,6.37,6.339,6.789,10.0,15.0,120
Liam Livingstone,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",PBKS,GT,AWAY,CHASE,4.7,5.441,5.892,4.7,6.0,7.75,87
Lockie Ferguson,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",GT,PBKS,HOME,TARGET,5.027,4.444,4.444,4.064,7.0,8.0,43
Mayank Agarwal,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",PBKS,GT,AWAY,CHASE,2.866,3.329,0.0,3.152,3.5,3.0,12
Mohammed Shami,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",GT,PBKS,HOME,TARGET,5.704,6.199,5.755,5.911,7.5,10.5,27
Pradeep Sangwan,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",GT,PBKS,HOME,TARGET,5.43,0.0,0.0,6.313,8.0,7.5,10
Rahul Chahar,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",PBKS,GT,AWAY,CHASE,5.579,6.582,5.891,5.945,7.5,10.5,4
Rahul Tewatia,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",GT,PBKS,HOME,TARGET,2.844,0.0,0.0,2.844,3.0,1.0,15
Rashid Khan,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",GT,PBKS,HOME,TARGET,4.978,7.608,6.816,4.978,6.0,9.0,8
Rishi Dhawan,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",PBKS,GT,AWAY,CHASE,8.772,0.0,0.0,5.609,10.5,10.0,43
Sai Sudharsan,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",GT,PBKS,HOME,TARGET,3.82,0.0,0.0,4.043,5.0,3.0,86
Sandeep Sharma,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",PBKS,GT,AWAY,CHASE,2.627,0.0,0.0,2.574,3.0,1.0,18
Shikhar Dhawan,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",PBKS,GT,AWAY,CHASE,4.793,4.747,3.79,5.207,6.5,7.75,84
Shubman Gill,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",GT,PBKS,HOME,TARGET,4.343,2.786,0.0,4.25,6.0,5.0,15
Wriddhiman Saha,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",GT,PBKS,HOME,TARGET,3.414,2.737,0.0,3.583,4.5,3.25,30
