NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Abdullah Shafique,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,KK,HOME,CHASE,3.59,4.567,0.0,3.823,4.5,4.25,11
Babar Azam,2 Batsmen,"Gaddafi Stadium, Lahore",KK,LQ,AWAY,TARGET,6.058,5.259,5.458,6.058,9.0,12.75,60
Chris Jordan,4 Bowler,"Gaddafi Stadium, Lahore",KK,LQ,AWAY,TARGET,4.827,4.024,4.024,4.616,6.0,7.0,80
David Wiese,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,KK,HOME,CHASE,4.401,7.834,7.834,4.704,6.0,9.25,57
Fakhar Zaman,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,KK,HOME,CHASE,8.523,3.608,2.874,9.383,12.5,20.0,5
Haris Rauf,4 Bowler,"Gaddafi Stadium, Lahore",LQ,KK,HOME,CHASE,6.515,4.602,4.382,6.515,9.0,12.0,3
Harry Brook,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,KK,HOME,CHASE,1.966,1.285,1.285,1.966,1.5,1.0,33
Imad Wasim,3 All Rounder,"Gaddafi Stadium, Lahore",KK,LQ,AWAY,TARGET,3.829,3.996,3.996,3.829,4.5,4.5,49
Joe Clarke,1 Wicketkeeper,"Gaddafi Stadium, Lahore",KK,LQ,AWAY,TARGET,4.234,0.0,0.0,4.234,6.0,4.0,9
Kamran Ghulam,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,KK,HOME,CHASE,4.471,0.0,0.0,5.179,6.5,5.0,18
Lewis Gregory,3 All Rounder,"Gaddafi Stadium, Lahore",KK,LQ,AWAY,TARGET,1.817,7.034,4.202,1.476,1.5,4.75,48
Mir Hamza,4 Bowler,"Gaddafi Stadium, Lahore",KK,LQ,AWAY,TARGET,5.538,0.0,0.0,6.002,8.0,7.5,123
Mohammad Hafeez,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,KK,HOME,CHASE,4.114,2.753,2.753,3.428,5.5,4.5,88
Mohammad Nabi,3 All Rounder,"Gaddafi Stadium, Lahore",KK,LQ,AWAY,TARGET,5.176,4.83,5.561,5.176,7.5,9.5,10
Phil Salt,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,KK,HOME,CHASE,2.427,3.144,2.587,2.472,3.0,3.0,22
Qasim Akram,3 All Rounder,"Gaddafi Stadium, Lahore",KK,LQ,AWAY,TARGET,7.045,7.333,0.0,4.323,9.0,10.5,59
Rashid Khan,4 Bowler,"Gaddafi Stadium, Lahore",LQ,KK,HOME,CHASE,5.738,8.255,7.443,5.077,7.5,12.0,142
Rohail Nazir,1 Wicketkeeper,"Gaddafi Stadium, Lahore",KK,LQ,AWAY,TARGET,1.55,0.0,0.0,3.652,2.5,0.75,33
Shaheen Shah Afridi,4 Bowler,"Gaddafi Stadium, Lahore",LQ,KK,HOME,CHASE,6.334,5.422,4.544,6.339,9.0,12.5,37
Sharjeel Khan,2 Batsmen,"Gaddafi Stadium, Lahore",KK,LQ,AWAY,TARGET,3.756,1.309,1.309,4.539,5.0,3.75,6
Usman Shinwari,4 Bowler,"Gaddafi Stadium, Lahore",KK,LQ,AWAY,TARGET,2.852,0.0,0.0,2.913,3.0,1.0,13
Zaman Khan,4 Bowler,"Gaddafi Stadium, Lahore",LQ,KK,HOME,CHASE,4.258,0.0,0.0,4.257,6.0,4.0,139
