NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Alzarri Joseph,4 Bowler,"Brabourne Stadium, Mumbai",GT,RCB,HOME,CHASE,6.795,5.342,0.0,5.043,8.5,10.0,27
David Miller,2 Batsmen,"Brabourne Stadium, Mumbai",GT,RCB,HOME,CHASE,3.921,3.062,3.422,4.56,5.0,5.25,65
Dinesh Karthik,1 Wicketkeeper,"Brabourne Stadium, Mumbai",RCB,GT,AWAY,TARGET,4.594,0.0,0.0,3.766,5.5,3.0,6
Faf du Plessis,2 Batsmen,"Brabourne Stadium, Mumbai",RCB,GT,AWAY,TARGET,4.497,1.164,0.0,4.497,6.0,4.5,2
Glenn Maxwell,3 All Rounder,"Brabourne Stadium, Mumbai",RCB,GT,AWAY,TARGET,3.67,4.237,4.237,4.02,5.0,6.0,54
Hardik Pandya,3 All Rounder,"Brabourne Stadium, Mumbai",GT,RCB,HOME,CHASE,6.782,3.608,3.974,6.782,9.0,11.25,7
Harshal Patel,4 Bowler,"Brabourne Stadium, Mumbai",RCB,GT,AWAY,TARGET,5.654,5.916,5.916,5.654,7.5,10.0,4
Josh Hazlewood,4 Bowler,"Brabourne Stadium, Mumbai",RCB,GT,AWAY,TARGET,7.315,6.99,7.45,8.58,11.0,18.75,2
Lockie Ferguson,4 Bowler,"Brabourne Stadium, Mumbai",GT,RCB,HOME,CHASE,4.849,4.444,4.444,4.046,6.0,7.0,29
Mahipal Lomror,3 All Rounder,"Brabourne Stadium, Mumbai",RCB,GT,AWAY,TARGET,4.99,0.0,0.0,6.61,7.0,6.0,32
Mohammed Shami,4 Bowler,"Brabourne Stadium, Mumbai",GT,RCB,HOME,CHASE,5.868,6.199,5.755,6.124,8.0,11.75,45
Mohammed Siraj,4 Bowler,"Brabourne Stadium, Mumbai",RCB,GT,AWAY,TARGET,3.827,4.248,4.474,3.827,4.5,5.25,4
Pradeep Sangwan,4 Bowler,"Brabourne Stadium, Mumbai",GT,RCB,HOME,CHASE,5.758,0.0,0.0,7.954,8.5,8.75,60
Rahul Tewatia,3 All Rounder,"Brabourne Stadium, Mumbai",GT,RCB,HOME,CHASE,2.841,0.0,0.0,2.841,3.0,1.0,66
Rajat Patidar,2 Batsmen,"Brabourne Stadium, Mumbai",RCB,GT,AWAY,TARGET,4.003,0.0,0.0,2.257,5.0,2.0,85
Rashid Khan,4 Bowler,"Brabourne Stadium, Mumbai",GT,RCB,HOME,CHASE,4.929,7.608,6.816,4.929,6.0,9.0,37
Sai Sudharsan,2 Batsmen,"Brabourne Stadium, Mumbai",GT,RCB,HOME,CHASE,3.778,0.0,0.0,3.983,4.5,2.25,28
Shahbaz Ahmed,3 All Rounder,"Brabourne Stadium, Mumbai",RCB,GT,AWAY,TARGET,3.446,0.0,0.0,3.348,4.5,2.25,64
Shubman Gill,2 Batsmen,"Brabourne Stadium, Mumbai",GT,RCB,HOME,CHASE,4.095,2.786,0.0,4.129,6.0,5.0,52
Virat Kohli,2 Batsmen,"Brabourne Stadium, Mumbai",RCB,GT,AWAY,TARGET,2.387,3.882,5.566,2.435,3.0,3.75,78
Wanindu Hasaranga de Silva,3 All Rounder,"Brabourne Stadium, Mumbai",RCB,GT,AWAY,TARGET,6.567,7.662,9.847,6.567,9.0,14.75,56
Wriddhiman Saha,1 Wicketkeeper,"Brabourne Stadium, Mumbai",GT,RCB,HOME,CHASE,3.418,2.737,0.0,3.589,4.5,3.25,47
