NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Anrich Nortje,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",DC,RR,AWAY,CHASE,5.744,6.068,5.775,6.681,8.0,11.75,54
Axar Patel,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",DC,RR,AWAY,CHASE,3.937,9.333,4.253,3.937,4.5,7.75,-2
Chetan Sakariya,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",DC,RR,AWAY,CHASE,5.325,3.824,2.886,1.863,5.5,3.25,58
David Warner,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",DC,RR,AWAY,CHASE,6.084,4.848,7.757,6.429,9.0,12.75,79
Devdutt Padikkal,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",RR,DC,HOME,TARGET,3.171,3.713,3.713,3.171,4.5,4.5,70
Jos Buttler,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",RR,DC,HOME,TARGET,8.702,4.55,7.283,8.702,12.0,19.75,10
Kuldeep Sen,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",RR,DC,HOME,TARGET,3.217,0.0,0.0,4.375,5.0,3.0,10
Kuldeep Yadav,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",DC,RR,AWAY,CHASE,6.61,3.248,4.837,6.61,9.0,11.5,6
Lalit Yadav,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",DC,RR,AWAY,CHASE,3.897,0.0,0.0,3.897,4.5,2.25,12
Mitchell Marsh,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",DC,RR,AWAY,CHASE,6.106,5.969,6.309,6.106,9.0,13.0,172
Prasidh Krishna,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",RR,DC,HOME,TARGET,4.231,7.057,0.0,4.231,6.0,7.5,18
Rassie van der Dussen,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",RR,DC,HOME,TARGET,4.282,4.269,4.029,0.742,4.0,3.0,17
Ravichandran Ashwin,3 All Rounder,"Dr DY Patil Sports Academy, Mumbai",RR,DC,HOME,TARGET,4.55,8.808,8.415,4.55,6.0,10.0,72
Rishabh Pant,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",DC,RR,AWAY,CHASE,4.345,3.72,3.304,4.345,6.0,6.25,21
Riyan Parag,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",RR,DC,HOME,TARGET,2.099,0.0,0.0,2.099,3.0,1.0,15
Rovman Powell,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",DC,RR,AWAY,CHASE,3.071,4.479,4.156,3.071,4.5,5.25,12
Sanju Samson,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",RR,DC,HOME,TARGET,4.131,2.989,2.613,4.131,6.0,5.5,19
Shardul Thakur,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",DC,RR,AWAY,CHASE,4.768,5.943,4.828,4.768,6.0,7.5,22
Srikar Bharat,1 Wicketkeeper,"Dr DY Patil Sports Academy, Mumbai",DC,RR,AWAY,CHASE,5.029,0.0,0.0,2.436,6.0,2.5,2
Trent Boult,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",RR,DC,HOME,TARGET,3.72,7.153,6.942,3.72,4.5,7.25,32
Yashasvi Jaiswal,2 Batsmen,"Dr DY Patil Sports Academy, Mumbai",RR,DC,HOME,TARGET,3.28,0.0,0.0,3.004,4.5,2.25,26
Yuzvendra Chahal,4 Bowler,"Dr DY Patil Sports Academy, Mumbai",RR,DC,HOME,TARGET,7.05,4.831,4.391,7.05,10.5,15.25,27
