NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Abbas Afridi,4 Bowler,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,2.651,0.0,0.0,1.948,2.5,0.5,30
Abdullah Shafique,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,3.426,4.567,0.0,4.485,5.0,5.0,25
Anwar Ali,4 Bowler,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,1.816,0.0,0.0,2.172,2.0,0.5,54
Blessing Muzarabani,4 Bowler,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,5.534,4.646,3.918,6.908,8.0,10.25,0
David Wiese,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,3.917,7.834,7.834,4.635,5.0,8.25,12
Fakhar Zaman,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,6.916,3.608,2.874,7.374,9.5,12.5,101
Haris Rauf,4 Bowler,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,6.45,4.602,4.382,6.45,9.0,12.0,58
Harry Brook,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,2.01,1.285,1.285,2.01,3.0,1.75,12
Imran Tahir,4 Bowler,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,6.379,0.0,0.0,7.002,9.5,10.5,32
Kamran Ghulam,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,3.851,0.0,0.0,3.821,4.5,2.25,56
Khushdil Shah,2 Batsmen,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,6.623,2.074,2.074,6.623,9.0,10.5,32
Mohammad Hafeez,3 All Rounder,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,3.884,2.753,2.753,3.14,4.5,3.75,60
Mohammad Rizwan,1 Wicketkeeper,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,7.566,5.95,7.6,7.913,10.5,16.5,25
Phil Salt,2 Batsmen,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,2.818,3.144,2.587,2.907,3.0,3.0,40
Rashid Khan,4 Bowler,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,7.697,8.255,7.443,7.876,10.5,18.0,71
Rilee Rossouw,2 Batsmen,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,3.097,0.0,0.0,2.946,4.0,1.5,2
Shaheen Shah Afridi,4 Bowler,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,6.786,5.422,4.544,6.373,9.0,12.5,70
Shahnawaz Dahani,4 Bowler,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,4.225,4.481,4.481,4.537,6.0,7.0,50
Shan Masood,2 Batsmen,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,7.894,0.0,0.0,8.469,11.0,14.0,13
Sohaib Maqsood,2 Batsmen,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,2.183,1.46,1.16,2.183,3.0,1.75,37
Tim David,3 All Rounder,"Gaddafi Stadium, Lahore",MS,LQ,AWAY,CHASE,4.062,0.0,0.0,4.062,6.0,4.0,39
Zaman Khan,4 Bowler,"Gaddafi Stadium, Lahore",LQ,MS,HOME,TARGET,3.428,0.0,0.0,3.694,4.5,2.25,93
