NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Afif Hossain,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,4.614,2.825,3.841,11.151,9.5,12.75,71
Azmatullah Omarzai,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,6.278,2.574,2.574,4.95,8.0,7.5,14
Fareed Ahmad,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,4.012,5.089,4.574,4.819,6.0,7.5,58
Fazalhaq Farooqi,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,3.62,6.374,7.542,7.542,6.5,10.0,49
Hashmatullah Shahidi,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,3.284,3.99,5.485,5.467,5.5,6.5,10
Litton Das,1 Wicketkeeper,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,3.416,2.945,2.699,0.12,3.0,1.5,170
Mahmudullah,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,5.662,4.269,4.397,3.957,6.5,6.75,35
Mehidy Hasan Miraz,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,6.014,5.609,5.209,9.712,10.5,17.25,29
Mohammad Nabi,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,4.583,4.628,2.761,2.398,5.0,4.5,39
Mujeeb Ur Rahman,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,4.598,7.548,6.464,3.046,5.5,8.0,20
Mushfiqur Rahim,1 Wicketkeeper,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,3.786,3.474,5.018,0.36,3.0,2.75,131
Mustafizur Rahman,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,7.668,5.944,5.924,8.993,11.0,17.75,37
Najibullah Zadran,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,3.629,4.523,3.31,5.073,5.5,6.5,69
Rahmanullah Gurbaz,1 Wicketkeeper,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,3.57,4.245,4.47,3.899,4.5,5.25,12
Rahmat Shah,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,4.03,4.445,5.071,5.071,6.5,8.25,64
Rashid Khan,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,5.883,7.823,7.466,4.588,7.0,10.25,71
Riaz Hassan,Unknown,"Zahur Ahmed Chowdhury Stadium, Chattogram",AFG,BAN,AWAY,CHASE,6.516,6.188,6.188,6.847,9.0,13.5,5
Shakib Al Hasan,3 All Rounder,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,9.717,8.677,9.791,7.194,12.5,22.0,86
Shoriful Islam,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,4.077,5.2,5.391,5.995,6.5,8.75,29
Tamim Iqbal,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,7.062,4.644,4.517,0.959,7.0,3.0,16
Taskin Ahmed,4 Bowler,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,4.142,3.96,3.533,5.995,6.5,7.25,74
Yasir Ali,2 Batsmen,"Zahur Ahmed Chowdhury Stadium, Chattogram",BAN,AFG,HOME,TARGET,2.523,1.829,0.0,0.0,2.0,0.5,4
