NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Abhinav Manohar,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",GT,DC,HOME,TARGET,3.915,0.0,0.0,5.449,5.5,3.75,27
Axar Patel,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",DC,GT,AWAY,CHASE,5.254,9.333,4.253,4.086,7.0,10.5,30
David Miller,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",GT,DC,HOME,TARGET,4.758,3.062,3.422,5.681,6.5,7.25,28
Hardik Pandya,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",GT,DC,HOME,TARGET,2.631,3.608,3.974,2.665,3.0,3.25,72
Khaleel Ahmed,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",DC,GT,AWAY,CHASE,3.154,0.0,0.0,3.122,4.5,2.25,54
Kuldeep Yadav,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",DC,GT,AWAY,CHASE,4.112,3.248,4.837,6.599,7.0,8.5,53
Lalit Yadav,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",DC,GT,AWAY,CHASE,6.02,0.0,0.0,6.161,9.0,9.0,33
Lockie Ferguson,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,DC,HOME,TARGET,7.275,4.444,4.444,6.99,10.0,13.5,114
Mandeep Singh,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",DC,GT,AWAY,CHASE,3.17,0.0,0.0,1.255,3.5,0.75,26
Matthew Wade,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",GT,DC,HOME,TARGET,3.303,2.301,2.148,2.175,4.0,3.0,33
Mohammed Shami,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,DC,HOME,TARGET,7.183,6.199,5.755,8.28,11.0,18.25,62
Mustafizur Rahman,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",DC,GT,AWAY,CHASE,2.45,5.084,5.79,3.054,3.5,5.25,90
Prithvi Shaw,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",DC,GT,AWAY,CHASE,3.77,3.041,0.0,5.329,5.5,5.25,15
Rahul Tewatia,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",GT,DC,HOME,TARGET,5.942,0.0,0.0,5.942,7.5,6.25,19
Rashid Khan,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,DC,HOME,TARGET,6.56,7.608,6.816,6.552,9.0,14.0,37
Rishabh Pant,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",DC,GT,AWAY,CHASE,4.162,3.72,3.304,3.575,5.5,5.25,68
Rovman Powell,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",DC,GT,AWAY,CHASE,5.575,4.479,4.156,4.127,7.0,8.0,40
Shardul Thakur,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",DC,GT,AWAY,CHASE,5.128,5.943,4.828,3.54,6.5,7.25,12
Shubman Gill,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",GT,DC,HOME,TARGET,4.948,2.786,0.0,5.196,6.5,6.0,116
Tim Seifert,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",DC,GT,AWAY,CHASE,4.454,1.37,1.37,5.368,6.5,5.75,7
Varun Aaron,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,DC,HOME,TARGET,6.288,0.0,0.0,4.209,8.0,6.0,4
Vijay Shankar,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",GT,DC,HOME,TARGET,2.927,0.0,0.0,4.152,4.0,2.0,30
