NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Alzarri Joseph,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,LSG,AWAY,TARGET,5.321,5.342,0.0,4.014,7.0,7.5,6
Avesh Khan,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",LSG,GT,HOME,CHASE,6.114,4.817,4.817,6.114,9.0,12.0,80
Ayush Badoni,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",LSG,GT,HOME,CHASE,1.877,0.0,0.0,1.877,1.5,0.25,21
David Miller,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",GT,LSG,AWAY,TARGET,4.308,3.062,3.422,4.308,6.0,6.25,47
Deepak Hooda,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",LSG,GT,HOME,CHASE,3.942,2.741,1.349,3.942,4.5,3.5,34
Dushmantha Chameera,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",LSG,GT,HOME,CHASE,4.349,4.843,4.989,4.349,6.0,7.0,4
Hardik Pandya,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",GT,LSG,AWAY,TARGET,6.631,3.608,3.974,6.631,9.0,11.25,15
Jason Holder,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",LSG,GT,HOME,CHASE,5.104,5.713,6.466,5.671,7.5,10.25,28
KL Rahul,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",LSG,GT,HOME,CHASE,6.792,4.689,4.982,6.792,9.0,12.0,9
Karan Sharma,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",LSG,GT,HOME,CHASE,3.876,0.0,0.0,0.0,3.0,0.0,9
Krunal Pandya,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",LSG,GT,HOME,CHASE,4.971,3.873,4.211,4.971,6.0,6.5,12
Marcus Stoinis,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",LSG,GT,HOME,CHASE,3.428,3.374,3.223,3.017,4.5,4.5,6
Matthew Wade,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",GT,LSG,AWAY,TARGET,3.425,2.301,2.148,2.327,4.0,3.0,16
Mohammed Shami,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,LSG,AWAY,TARGET,4.522,6.199,5.755,4.522,6.0,8.25,43
Mohsin Khan,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",LSG,GT,HOME,CHASE,5.27,0.0,0.0,6.279,8.0,7.5,36
Quinton de Kock,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",LSG,GT,HOME,CHASE,5.419,6.03,6.354,5.419,7.5,10.75,33
Rahul Tewatia,3 All Rounder,"Maharashtra Cricket Association Stadium, Pune",GT,LSG,AWAY,TARGET,2.393,0.0,0.0,2.393,3.0,1.0,32
Rashid Khan,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,LSG,AWAY,TARGET,4.885,7.608,6.816,4.885,6.0,9.0,130
Ravisrinivasan Sai Kishore,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,LSG,AWAY,TARGET,5.853,0.0,0.0,0.0,5.0,0.0,68
Shubman Gill,2 Batsmen,"Maharashtra Cricket Association Stadium, Pune",GT,LSG,AWAY,TARGET,4.825,2.786,0.0,4.825,6.0,5.0,82
Wriddhiman Saha,1 Wicketkeeper,"Maharashtra Cricket Association Stadium, Pune",GT,LSG,AWAY,TARGET,4.332,2.737,0.0,4.731,6.0,5.0,50
Yash Dayal,4 Bowler,"Maharashtra Cricket Association Stadium, Pune",GT,LSG,AWAY,TARGET,6.763,0.0,0.0,6.417,9.0,9.0,50
