NAME,POSITION,GROUND,TEAM_NAME,VS_TEAM,HOME_AWAY,TARGET_CHASE,RECENT_FORM,INT_FORM,INT_CLASS_FORM,RECENT_CLASS_FORM,RECENT_PREDICTION,INT_PREDICTION,DREAM11
Alex Hales,2 Batsmen,"Gaddafi Stadium, Lahore",IU,PZ,HOME,CHASE,5.039,0.0,0.0,5.039,7.5,6.25,86
Ali Majid,Unknown,"Gaddafi Stadium, Lahore",PZ,IU,AWAY,TARGET,4.028,0.0,0.0,2.118,5.0,2.0,0
Asif Ali,2 Batsmen,"Gaddafi Stadium, Lahore",IU,PZ,HOME,CHASE,2.148,1.25,1.284,2.148,3.0,1.75,21
Athar Mahmood,4 Bowler,"Gaddafi Stadium, Lahore",IU,PZ,HOME,CHASE,5.95,0.0,0.0,1.935,5.5,1.25,18
Azam Khan,1 Wicketkeeper,"Gaddafi Stadium, Lahore",IU,PZ,HOME,CHASE,3.07,0.24,0.24,3.07,4.5,2.25,37
Benny Howell,3 All Rounder,"Gaddafi Stadium, Lahore",PZ,IU,AWAY,TARGET,3.4,0.0,0.0,3.4,4.5,2.25,39
Faheem Ashraf,3 All Rounder,"Gaddafi Stadium, Lahore",IU,PZ,HOME,CHASE,4.869,3.352,3.657,4.877,6.0,6.25,58
Haider Ali,2 Batsmen,"Gaddafi Stadium, Lahore",PZ,IU,AWAY,TARGET,2.951,2.516,2.516,2.941,3.0,2.5,5
Hasan Ali,4 Bowler,"Gaddafi Stadium, Lahore",IU,PZ,HOME,CHASE,5.259,6.697,5.877,4.733,7.0,9.25,83
Hussain Talat,3 All Rounder,"Gaddafi Stadium, Lahore",PZ,IU,AWAY,TARGET,4.448,1.209,1.209,4.597,6.0,4.75,43
Kamran Akmal,1 Wicketkeeper,"Gaddafi Stadium, Lahore",PZ,IU,AWAY,TARGET,3.595,0.0,0.0,3.744,4.5,2.25,83
Khalid Usman,3 All Rounder,"Gaddafi Stadium, Lahore",PZ,IU,AWAY,TARGET,4.912,0.0,0.0,5.211,6.5,5.0,43
Liam Dawson,3 All Rounder,"Gaddafi Stadium, Lahore",IU,PZ,HOME,CHASE,5.661,0.478,0.478,6.08,8.0,7.5,25
Mohammad Haris,2 Batsmen,"Gaddafi Stadium, Lahore",PZ,IU,AWAY,TARGET,2.599,0.0,0.0,5.416,4.5,2.5,18
Salman Irshad,4 Bowler,"Gaddafi Stadium, Lahore",PZ,IU,AWAY,TARGET,5.109,0.0,0.0,6.085,8.0,7.5,99
Shadab Khan,3 All Rounder,"Gaddafi Stadium, Lahore",IU,PZ,HOME,CHASE,9.847,5.009,5.289,9.847,13.5,24.0,54
Shoaib Malik,3 All Rounder,"Gaddafi Stadium, Lahore",PZ,IU,AWAY,TARGET,6.433,2.199,2.199,6.433,9.0,10.5,75
Wahab Riaz,4 Bowler,"Gaddafi Stadium, Lahore",PZ,IU,AWAY,TARGET,4.029,0.0,0.0,4.029,6.0,4.0,6
Waqas Maqsood,4 Bowler,"Gaddafi Stadium, Lahore",IU,PZ,HOME,CHASE,5.168,0.0,0.0,6.316,8.0,7.5,8
Will Jacks,2 Batsmen,"Gaddafi Stadium, Lahore",IU,PZ,HOME,CHASE,6.616,0.0,0.0,6.616,9.0,9.0,25
Yasir Khan,2 Batsmen,"Gaddafi Stadium, Lahore",PZ,IU,AWAY,TARGET,3.16,0.0,0.0,4.058,5.0,3.0,11
Zahid Mahmood,4 Bowler,"Gaddafi Stadium, Lahore",IU,PZ,HOME,CHASE,3.367,10.981,10.981,2.675,4.0,9.0,4
